Key	文本内容1
text_av_giftbag_name_105	5H Speedup Supply
text_av_giftbag_name_106	Magic Wand Supply
text_av_giftbag_name_107	Dragonite Supply
text_av_giftbag_name_108	4-Star Hero Shard Supply
text_av_giftbag_name_109	Gem Supply
text_av_giftbag_name_110	Celestial Scroll Supply
text_av_giftbag_name_1111	Weekly Recruit Pack#1
text_av_giftbag_name_1112	Weekly Recruit Pack#2
text_av_giftbag_name_1113	Weekly Recruit Pack#3
text_av_giftbag_name_1114	Weekly Recruit Pack#4
text_av_giftbag_name_1115	Weekly Recruit Pack#5
text_av_giftbag_name_1211	Weekly Transcend Pack#1
text_av_giftbag_name_1212	Weekly Transcend Pack#2
text_av_giftbag_name_1213	Weekly Transcend Pack#3
text_av_giftbag_name_1214	Weekly Transcend Pack#4
text_av_giftbag_name_1215	Weekly Transcend Pack#5
text_av_giftbag_name_1311	Weekly Awakening Pack#1
text_av_giftbag_name_1312	Weekly Awakening Pack#2
text_av_giftbag_name_1313	Weekly Awakening Pack#3
text_av_giftbag_name_1314	Weekly Awakening Pack#4
text_av_giftbag_name_1315	Weekly Awakening Pack#5
text_av_giftbag_name_1411	Weekly Coin Pack#1
text_av_giftbag_name_1412	Weekly Coin Pack#2
text_av_giftbag_name_1413	Weekly Coin Pack#3
text_av_giftbag_name_1414	Weekly Coin Pack#4
text_av_giftbag_name_1415	Weekly Coin Pack#5
text_av_giftbag_name_1511	Weekly Lucky Pack#1
text_av_giftbag_name_1512	Weekly Lucky Pack#2
text_av_giftbag_name_1513	Weekly Lucky Pack#3
text_av_giftbag_name_1514	Weekly Lucky Pack#4
text_av_giftbag_name_1515	Weekly Lucky Pack#5
text_av_follow_rewards_title_1	Like Fanpage & Get Reward
text_av_follow_rewards_title_2	Like Eyougame Page & Get Reward
text_av_follow_rewards_title_3	Follow our Instagram & Get Reward
text_av_follow_rewards_title_4	Follow Official Youtube & Get Reward
text_customType_1	Normal
text_customType_2	Elite
text_customType_3	Hard
text_customType_4	Nightmare
text_customType_5	Hell
text_exploreBoss_1	Epic Goblin
text_exploreBoss_2	Mythic Goblin
text_exploreBoss_3	Ancient Goblin
text_exploreTask_1	Find Transcend Stones
text_exploreTask_2	Find EXP Potions
text_exploreTask_3	Find Gem Bags
text_exploreTask_4	Find Gold
text_exploreTask_5	Find Celestial Scrolls
text_exploreTask_6	Find Large Gem Bags
text_exploreTask_7	Find Awakening Divine Stone Shards
text_exploreTask_8	Find Ancient Soul Crystals
text_tavern_1	Normal Recruit
text_tavern_2	Fancy Recruit
text_trial_1	Horizontal Line
text_trial_2	Vertical Line
text_trial_3	Diagonal Line
text_trial_4	All food is different
text_trial_5	Encounter the Mystery Merchant while exploring to buy his items.
text_trial_6	Defeat strong enemies you encounter to earn rewards.
text_trial_7	Hidden Treasure Received
text_trial_crackpotName1	Weak Monster
text_trial_crackpotName2	Normal Monster
text_trial_crackpotName3	Strong Monster
text_trial_merchantName1	Gold Merchant
text_trial_merchantName2	Mystery Merchant
text_customPrincessDesc1	Find the dragon and see how the princess is doing.
text_customPrincessDesc2	Keep searching for the dragon and observe its habits.
text_customPrincessDesc3	Find the dragon and attempt a rescue.
text_customPrincessDesc4	Follow the dragon and wait for it to let down its guard.
text_customPrincessDesc5	Make preparations and save the princess.
text_customCave_1	Majesty Chest Shard
text_customCave_2	Dice
text_customCave_3	Gold Pile
text_customCave_4	1 Shard
text_customCave_5	1 Dice
text_customCave_6	A pile of gold
text_customAreaName_1	Adventure Land
text_customAreaName_2	Deadly Desert
text_customAreaName_3	Ice Tundra
text_customAreaName_4	Forbidden Forest
text_customAreaName_5	Frozen Realm
text_customAreaName_6	Dragon Isle Outskirts
text_customAreaName_7	Dragon Isle Inland
text_customAreaName_8	Abyss (Top)
text_customAreaName_9	Abyss (Middle)
text_customAreaName_10	Abyss (Bottom)
text_customAreaName_11	Dragonic Realm
text_customName_1	1. Disaster at Sea
text_customName_2	2. Pirate Raid
text_customName_3	3. Pirate\'s Lair
text_customName_4	4. Fleeing Pirates
text_customName_5	5. Gather Experience
text_customName_6	6. Main Castle
text_customName_7	7. Enhance Master
text_customName_8	8. The Road Ahead
text_customName_9	9. Base Camp
text_customName_10	10. New Challenge
text_customName_11	11. Dragon Faith
text_customName_12	12. Dragon Legend
text_customName_13	13. Go Explore
text_customName_14	14. New Beginnings
text_customName_15	15. Incoming Challenge
text_customName_16	16. Evil Bandits
text_customName_17	17. Rough Victory
text_customName_18	18. Ancestral Dragon Healing
text_customName_19	19. New Challenge
text_customName_20	20. Mounted Bandits
text_customName_21	21. Civilian\'s Blessing
text_customName_22	22. Aura of Treasure
text_customName_23	23. Arena
text_customName_24	24. Yearning for Battle
text_customName_25	25. New Possibilities
text_customName_26	26. Companion\'s Call
text_customName_27	27. Rescue Companion
text_customName_28	28. Desert Bandits
text_customName_29	29. Dragon Remains
text_customName_30	30. Historical Sand Storm
text_customName_31	31. Eerie Lightning
text_customName_32	32. Raging Shock Dragon
text_customName_33	33. New Voyage
text_customName_34	34. The Tundra
text_customName_35	35. Tundra Rescue
text_customName_36	36. Ice World
text_customName_37	37. Icy Torrent
text_customName_38	38. Bridge Head Encounter
text_customName_39	39. Shimmering Key
text_customName_40	40. Tundra Mountain Top
text_customName_41	41. Obtain the Key
text_customName_42	42. Reward of Victory
text_customName_43	43. Song of Blessings
text_customName_44	44. Taking Guidance
text_customName_45	45. Ice Dragon Legend
text_customName_46	46. Power of Ice
text_customName_47	47. Land of Fortune
text_customName_48	48. Rhoda Forest
text_customName_49	49. Didon Lake
text_customName_50	50. Arttal Highlands
text_customName_51	51. Tess Fortress
text_customName_52	52. Dappa County
text_customName_53	53. Diya Highlands
text_customName_54	54. Cinna Swamp
text_customName_55	55. Sinter Canyon
text_customName_56	56. Lilu Swamp
text_customName_57	57. Raffu Forest
text_customName_58	58. Gerra Forest
text_customName_59	59. Lyla City
text_customName_60	60. Yaha Castle
text_customName_61	61. Yedo Desert
text_customName_62	62. Jeke County
text_customName_63	63. Koffu Canyon
text_customName_64	64. Wamma Island
text_customName_65	65. Fura Castle
text_customName_66	66. Kegga River
text_customName_67	67. Vola River
text_customName_68	68. Arsu Desert
text_customName_69	69. Das River
text_customName_70	70. Nakka County
text_customName_71	71. Mahda Island
text_customName_72	72. Rudd City
text_customName_73	73. Takka City
text_customName_74	74. Leda City
text_customName_75	75. Loni Swamp
text_customName_76	76. Lance Canton
text_customName_77	77. Sonny Hills
text_customName_78	78. Gemma Valley
text_customName_79	79. Luna Desert
text_customName_80	80. Boa Highlands
text_customName_81	81. Sim River
text_customName_82	82. Sly Castle
text_customName_83	83. Gria Swamp
text_customName_84	84. Gong Mansion
text_customName_85	85. Jower Village
text_customName_86	86. Nanu Lake
text_customName_87	87. Syah Canyon
text_customName_88	88. Hanna Lake
text_customName_89	89. Yela Island
text_customName_90	90. Teja County
text_customName_91	91. Waffon Swamp
text_customName_92	92. Miho Mansion
text_customName_93	93. Kegan Village
text_customName_94	94. Laha Canton
text_customName_95	95. Anor Mansion
text_customName_96	96. Fay Hills
text_customName_97	97. Windy Desert
text_customName_98	98. Duda Canyon
text_customName_99	99. Tessa Lake
text_customName_100	100. Fabba Lake
text_customName_101	101. Erma Lake
text_customName_102	102. Yoni Canyon
text_customName_103	103. Hongra Harbor
text_customName_104	104. Sine River
text_customName_105	105. Rannan Canton
text_customName_106	106. Bright Lake
text_customName_107	107. Hower Waters
text_customName_108	108. Beo Castle
text_customName_109	109. Lint Castle
text_customName_110	110. Sita Mountains
text_customName_111	111. Wander Island
text_customName_112	112. Folger Highlands
text_customName_113	113. Yuma Waters
text_customName_114	114. Sinna Mansion
text_customName_115	115. Mapu Waters
text_customName_116	116. Bese River
text_customName_117	117. Nade Castle
text_customName_118	118. Changra Canyon
text_customName_119	119. Hugar Canyon
text_customName_120	120. Pringle City
text_customName_121	121. Jinkin Mansion
text_customName_122	122. Dera Desert
text_customName_123	123. Wencha Lake
text_customName_124	124. Sharlon City
text_customName_125	125. Erland River
text_customName_126	126. Damma County
text_customName_127	127. Chope River
text_customName_128	128. Hoy Mansion
text_customName_129	129. Lant County
text_customName_130	130. Sra Castle
text_customName_131	131. Jolly River
text_customName_132	132. Barra City
text_customName_133	133. Hokkin Forest
text_customName_134	134. Dean River
text_customName_135	135. Bodgy City
text_customName_136	136. Semm County
text_customName_137	137. Arsha Castle
text_customName_138	138. Dagon Mountains
text_customName_139	139. Mah Mountains
text_customName_140	140. Mury Waters
text_customName_141	141. Goddess Highlands
text_customName_142	142. Lido Village
text_customName_143	143. Getto Canton
text_customName_144	144. Lyla River
text_customName_145	145. Burro Waters
text_customName_146	146. Lab City
text_customName_147	147. Naga Canton
text_customName_148	148. Viko Island
text_customName_149	149. Keja Waters
text_customName_150	150. Dura River
text_customDesc_1	The greedy Giant Octopus lies in the ocean depths, attacking any ships that come nearby. Only very few can survive its deadly attacks.
text_customDesc_2	Those lucky enough to survive the perils of the sea are most welcome here, where their exhausted state makes them perfect targets for raiding.
text_customDesc_3	Your arrival has made Pirate Butcher, the head pirate, furious. He\'s decided to deal with trouble like you himself.
text_customDesc_4	Subduing the pirate leader doesn\'t mean the road ahead is safe. This area is full of roaming bandits looking to slow your progress.
text_customDesc_5	You will become more and more skilled as you face the pirates here, and your troops will grow stronger from constant battle.
text_customDesc_6	After a streak of misfortune, the sight of the castle is most welcome as you recall the pleasant fragrance from Tavern.
text_customDesc_7	The new friend you met in Tavern looks at your weapon in disgust and decides to take you the weapon smith.
text_customDesc_8	Your friend tells you it\'s survival of the fittest here, a land filled with dragons, bandits and pirates. You\'ll need to be careful.
text_customDesc_9	Of course, danger is not without opportunity. This cave is surrounded by trees, and if you can just defeat the forest monsters the reward and experience will be yours.
text_customDesc_10	Earning a reward has awoken the adventurer spirit within you. You decide to explore the legend of the giant dragons.
text_customDesc_11	You set out for the legendary dragon under your friend\'s guidance. Dragon worshippers up ahead are said to protect the dragon from the interference of mortals.
text_customDesc_12	The dragon guardians disagree with you and think that the weak have no rights to the secrets of the dragon. You try to change their mind.
text_customDesc_13	Just as you\'re feeling rather pleased with the acquisition of the dragon skill, you hear cries for help coming from the village ahead.
text_customDesc_14	After happily accepting the villagers\' gifts you set out on a new voyage. You know the road will be dangerous.
text_customDesc_15	The terrible octopus seems to be waiting for something, but the shiny chest in its arms is what really draws your attention.
text_customDesc_16	The fire dragon has made you unstoppable in battle, but the death of your companions still makes you angry.
text_customDesc_17	You need to acquire more dragon skills in order to battle with greater success.
text_customDesc_18	You\'ll have to pass the dragon\'s test if you want to gain its approval. Acquiring a dragon skill is no simple task, after all.
text_customDesc_end	If you want to explore in a world like this, you\'ll need to be strong enough to face the challenges of today and tomorrow.
text_villageVictoryDesc1_1	You successfully saved the village.
text_villageVictoryDesc1_2	The villagers are grateful for what you\'ve done.
text_villageVictoryDesc1_3	They thank you for defeating the demon that plagued them,
text_villageVictoryDesc1_4	and for saving them from the grip of disaster.
text_villageVictoryDesc1_5	The villagers have decided to offer you everything they have.
text_customElementName_1	Shipwreck
text_customElementName_2	Adventurer Castle
text_customElementName_3	Giant Octopus Arlens
text_customElementName_4	Greed Cave
text_customElementName_5	The Bound Pharaoh
text_customElementName_6	Golden Key
text_customElementName_7	Bronze Arena
text_customElementName_8	Silver Arena
text_customElementName_9	Gold Arena
text_customElementName_10	Violet Gold Arena
text_customElementName_11	Diamond Arena
text_customElementName_12	Majesty Arena
text_customElementDesc_2	The gathering place of adventurers. Come here when you need supplies.
text_customElementDesc_4	A mysterious treasure cave, full of mysterious treasure waiting for you to discover it.
text_customElementDesc_7	Begin a new challenge in Bronze Arena and battle against other players on the server.
text_customElementDesc_8	Begin a new challenge in Server Arena  and battle against other players on the server.
text_customElementDesc_9	Begin a new challenge in Gold Arena and battle against other players on the server.
text_customElementDesc_10	Begin a new challenge in C.S. Arena and battle against other players on the server.
text_customElementDesc_11	Begin a new challenge in Diamond Arena and battle against other players on the server.
text_customElementDesc_12	Begin a new challenge in Majesty Arena and battle against other players on the server.
text_customVillageName_1	Vigour
text_customVillageBookName_1	Book of Vitality
text_customVillageUnlockDesc_1	Stamina Altar
text_customVillageName_2	Brian
text_customVillageBookName_2	Transcend Book
text_customVillageUnlockDesc_2	Transcendence Circle
text_customVillageName_3	Molly
text_customVillageBookName_3	Book of Wealth
text_customVillageUnlockDesc_3	Gold Altar
text_customVillageName_4	Awaken
text_customVillageBookName_4	Tome of Awakening
text_customVillageUnlockDesc_4	Awakening Circle
text_customVillageName_5	Jim
text_customVillageBookName_5	Book of Greed
text_customVillageUnlockDesc_5	Gem Altar
text_customVillageName_6	Hill
text_customVillageBookName_6	Tome of Arcana
text_customVillageUnlockDesc_6	Fate Circle
text_customVillageName_7	Magic
text_customVillageBookName_7	Book of Magic
text_customVillageUnlockDesc_7	Fate Altar
text_customVillageName_8	Edwins
text_customVillageBookName_8	Advance Sutra
text_customVillageUnlockDesc_8	Mystery Feature
text_customVillageName_9	Stewart
text_customVillageBookName_9	New Order Sutra
text_customVillageUnlockDesc_9	Mystery Feature
text_customVillageName_10	Unterman
text_customVillageBookName_10	Ultimate Sutra
text_customVillageUnlockDesc_10	Mystery Feature
text_godBookDesc1	Sacrifice daily to get tons of stamina.
text_godBookDesc2	Kill monsters to earn energy that can be converted into Transcend Stones at the Magic Circle.
text_godBookDesc3	Sacrifice daily to get tons of gold.
text_godBookDesc4	Kill monsters to earn energy that can be converted into Awakening Stones at the Magic Circle.
text_godBookDesc5	Sacrifice daily to get valuable gem bags.
text_godBookDesc6	Kill monsters to earn energy that can be converted into Fate Stones at the Magic Circle.
text_godBookDesc7	Sacrifice daily to get valuable Fate Stones.
text_godBookDesc8	None
text_godBookDesc9	None
text_godBookDesc10	None
text_customTreasureName_1	Deadly Axe
text_customTreasureDesc_1	    The aura of death permeates this weapon, said to have once belonged to the ancient Master of the Undead. It fell into the mortal world after he was defeated in the Twilight War of the Gods.
text_customTreasureAttDesc_1	All heroes HP
text_customTreasureShow_1	All HP
text_customTreasureName_2	Cursed Power
text_customTreasureDesc_2	    The Cursed Power of the frost giants cannot be resisted, making it one of the great evils dreaded by the gods. Little is know of this potent and mysterious power.
text_customTreasureAttDesc_2	All heroes skill Def
text_customTreasureShow_2	All Skill Def
text_customTreasureName_3	Devouring Ring
text_customTreasureDesc_3	    It is said that the bearer of this ring can absorb the power of nearby spirits to cast magic of unimaginable power. It is one of the few enhanced attack items in the world.
text_customTreasureAttDesc_3	All heroes ATK
text_customTreasureShow_3	All ATK
text_customTreasureName_4	Undead Tome
text_customTreasureDesc_4	    An ancient tome born in the Land of Death, said to be the masterwork of the Undead Ancient and the treasure of the undead race. None may blaspheme its pages.
text_customTreasureAttDesc_4	All heroes armor
text_customTreasureShow_4	All Armor
text_customTreasureName_5	Sword of Victory
text_customTreasureDesc_5	    This sword was found buried in the tomb of a king and is rumored to have once belonged to Ares. The marks that cover its blade seem to tell the story of its former master\'s countless battles.
text_customTreasureAttDesc_5	All heroes crit increased
text_customTreasureShow_5	All Crit Increased
text_customTreasureName_6	Ares War Armor
text_customTreasureDesc_6	    Discovered along with the Sword of Victory, this shines with a light of ferocity. It can withstand any physical damage, and with thousands of years and countless battles not a single weapon has been able to leave a mark on it.
