索引id	武将等级	兵种ID	品质	基础攻击	基础血量	基础怒气	基础武防	基础魔防	基础命中率万分比	基础闪避率万分比	基础暴击率万分比	基础韧性率万分比	伤害加成	伤害减免	无视护甲万分比	无视技防万分比	治疗加成	怒气回复加成	负面抗性	暴击伤害	暴击减伤	技能伤害加成	技能伤害减免	突破等级	技能等级
1000208	69	2	0	8467	128242	219	5276	5276	437	437	437	437	437	437	121	121	121	121	121	267	0	146	340	3	1
1000209	70	3	0	8498	128712	219	5296	5296	438	438	438	438	438	438	122	122	122	122	122	268	0	146	341	4	1
1000210	70	3	0	8895	134593	220	5544	5544	439	439	439	439	439	439	122	122	122	122	122	269	0	146	342	4	1
1000211	70	3	0	9292	140475	220	5792	5792	440	440	440	440	440	440	122	122	122	122	122	269	0	147	343	4	1
1000212	70	3	0	9292	140475	220	5792	5792	440	440	440	440	440	440	122	122	122	122	122	269	0	147	343	4	1
1000213	70	3	0	9689	146356	221	6039	6039	441	441	441	441	441	441	122	122	122	122	122	270	0	147	344	4	1
1000214	70	3	0	10086	152238	221	6287	6287	442	442	442	442	442	442	123	123	123	123	123	271	0	147	345	4	1
1000215	70	3	0	10483	158119	222	6535	6535	444	444	444	444	444	444	123	123	123	123	123	271	0	148	346	4	1
1000216	70	3	0	10483	158119	222	6535	6535	444	444	444	444	444	444	123	123	123	123	123	271	0	148	346	4	1
1000217	70	3	0	10880	164000	223	6782	6782	445	445	445	445	445	445	123	123	123	123	123	272	0	148	347	4	1
1000218	70	3	0	11276	169882	223	7030	7030	446	446	446	446	446	446	124	124	124	124	124	273	0	149	347	4	1
1000219	70	3	0	11673	175763	224	7277	7277	447	447	447	447	447	447	124	124	124	124	124	274	0	149	348	4	1
1000220	70	3	0	11673	175763	224	7277	7277	447	447	447	447	447	447	124	124	124	124	124	274	0	149	348	4	1
1000221	70	3	0	12070	181645	224	7525	7525	448	448	448	448	448	448	124	124	124	124	124	274	0	149	349	4	1
1000222	71	3	0	12467	187526	225	7773	7773	449	449	449	449	449	449	125	125	125	125	125	275	0	150	350	4	1
1000223	71	3	0	12521	188328	225	7808	7808	450	450	450	450	450	450	125	125	125	125	125	276	0	150	351	4	1
1000224	71	3	0	12628	189931	227	7877	7877	453	453	453	453	453	453	126	126	126	126	126	277	0	151	353	4	1
1000225	71	3	0	12682	190733	227	7912	7912	454	454	454	454	454	454	126	126	126	126	126	278	0	151	354	4	1
1000226	71	3	0	12789	192336	228	7982	7982	456	456	456	456	456	456	127	127	127	127	127	279	0	152	356	4	1
1000227	71	3	0	12843	193138	229	8017	8017	457	457	457	457	457	457	127	127	127	127	127	280	0	152	356	4	1
1000228	71	3	0	12951	194741	230	8086	8086	460	460	460	460	460	460	128	128	128	128	128	281	0	153	358	4	1
1000229	72	3	0	13004	195542	231	8121	8121	461	461	461	461	461	461	128	128	128	128	128	282	0	154	359	4	1
1000230	72	3	0	13044	196140	231	8146	8146	462	462	462	462	462	462	128	128	128	128	128	283	0	154	360	4	1
1000231	72	3	0	13123	197334	232	8197	8197	464	464	464	464	464	464	129	129	129	129	129	284	0	155	362	4	1
1000232	72	3	0	13162	197931	233	8222	8222	466	466	466	466	466	466	129	129	129	129	129	285	0	155	363	4	1
1000233	72	3	0	13241	199126	234	8273	8273	468	468	468	468	468	468	130	130	130	130	130	286	0	156	365	4	1
1000234	72	3	0	13281	199723	235	8298	8298	469	469	469	469	469	469	130	130	130	130	130	287	0	156	366	4	1
1000235	72	3	0	13360	200917	236	8349	8349	472	472	472	472	472	472	131	131	131	131	131	289	0	157	367	4	1
1000236	75	3	0	14194	213535	249	8885	8885	497	497	497	497	497	497	138	138	138	138	138	304	0	166	387	4	1
1000237	75	3	0	14234	214140	249	8910	8910	498	498	498	498	498	498	138	138	138	138	138	305	0	166	388	4	1
1000238	75	3	0	14274	214745	250	8936	8936	499	499	499	499	499	499	139	139	139	139	139	305	0	166	389	4	1
1000239	75	3	0	14274	214745	250	8936	8936	499	499	499	499	499	499	139	139	139	139	139	305	0	166	389	4	1
1000240	75	3	0	14314	215349	250	8962	8962	500	500	500	500	500	500	139	139	139	139	139	306	0	167	390	4	1
1000241	75	3	0	14354	215954	251	8987	8987	501	501	501	501	501	501	139	139	139	139	139	307	0	167	391	4	1
1000242	75	3	0	14394	216559	252	9013	9013	503	503	503	503	503	503	140	140	140	140	140	308	0	168	392	4	1
1000243	75	3	0	14394	216559	252	9013	9013	503	503	503	503	503	503	140	140	140	140	140	308	0	168	392	4	1
1000244	75	3	0	14434	217164	252	9039	9039	504	504	504	504	504	504	140	140	140	140	140	308	0	168	393	4	1
1000245	75	3	0	14474	217769	253	9064	9064	505	505	505	505	505	505	140	140	140	140	140	309	0	168	394	4	1
1000246	75	3	0	14514	218374	253	9090	9090	506	506	506	506	506	506	141	141	141	141	141	310	0	169	395	4	1
1000247	75	3	0	14514	218374	253	9090	9090	506	506	506	506	506	506	141	141	141	141	141	310	0	169	395	4	1
1000248	75	3	0	14554	218978	254	9116	9116	508	508	508	508	508	508	141	141	141	141	141	311	0	169	396	4	1
1000249	76	3	0	14593	219583	255	9141	9141	509	509	509	509	509	509	141	141	141	141	141	311	0	170	396	4	1
1000250	76	3	0	14634	220191	255	9167	9167	510	510	510	510	510	510	142	142	142	142	142	312	0	170	397	4	1
1000251	76	3	0	14674	220798	256	9193	9193	511	511	511	511	511	511	142	142	142	142	142	313	0	170	398	4	1
1000252	76	3	0	14714	221406	257	9219	9219	512	512	512	512	512	512	142	142	142	142	142	314	0	171	399	4	1
1000253	76	3	0	14754	222013	257	9245	9245	514	514	514	514	514	514	143	143	143	143	143	314	0	171	400	4	1
1000254	76	3	0	14834	223228	258	9296	9296	516	516	516	516	516	516	143	143	143	143	143	316	0	172	402	4	1
1000255	76	3	0	14874	223835	259	9322	9322	517	517	517	517	517	517	144	144	144	144	144	317	0	173	403	4	1
1000256	76	3	0	14914	224443	260	9348	9348	519	519	519	519	519	519	144	144	144	144	144	317	0	173	404	4	1
1000257	76	3	0	14955	225050	260	9374	9374	520	520	520	520	520	520	144	144	144	144	144	318	0	173	405	4	1
1000258	77	3	0	14995	225657	261	9399	9399	521	521	521	521	521	521	145	145	145	145	145	319	0	174	406	4	1
1000259	77	3	0	15035	226267	261	9425	9425	522	522	522	522	522	522	145	145	145	145	145	320	0	174	407	4	1
1000260	77	3	0	15115	227487	263	9477	9477	525	525	525	525	525	525	146	146	146	146	146	321	0	175	409	4	1
1000261	77	3	0	15156	228097	263	9503	9503	526	526	526	526	526	526	146	146	146	146	146	322	0	175	410	4	1
1000262	77	3	0	15196	228707	264	9529	9529	527	527	527	527	527	527	146	146	146	146	146	323	0	176	411	4	1
1000263	77	3	0	15236	229317	265	9555	9555	528	528	528	528	528	528	147	147	147	147	147	323	0	176	412	4	1
1000264	77	3	0	15317	230537	266	9607	9607	531	531	531	531	531	531	147	147	147	147	147	325	0	177	414	4	1
1000265	77	3	0	15357	231147	266	9632	9632	532	532	532	532	532	532	148	148	148	148	148	326	0	177	415	4	1
1000266	78	3	0	15397	231757	267	9658	9658	533	533	533	533	533	533	148	148	148	148	148	327	0	178	416	4	1
1000267	78	3	0	15844	238665	268	9929	9929	535	535	535	535	535	535	149	149	149	149	149	327	0	178	417	4	1
1000268	78	3	0	16738	252482	269	10469	10469	537	537	537	537	537	537	149	149	149	149	149	329	0	179	419	4	1
1000269	78	3	0	17185	259391	270	10740	10740	538	538	538	538	538	538	150	150	150	150	150	330	0	180	420	4	1
1000270	78	3	0	17632	266299	270	11010	11010	540	540	540	540	540	540	150	150	150	150	150	330	0	180	421	4	1
1000271	78	3	0	18079	273208	271	11280	11280	541	541	541	541	541	541	150	150	150	150	150	331	0	180	422	4	1
1000272	78	3	0	18973	287025	272	11821	11821	544	544	544	544	544	544	151	151	151	151	151	333	0	181	424	4	1
1000273	78	3	0	19420	293933	273	12092	12092	545	545	545	545	545	545	151	151	151	151	151	333	0	182	425	4	1
1000274	79	3	0	19867	300842	273	12362	12362	546	546	546	546	546	546	152	152	152	152	152	334	0	182	426	4	1
1000275	79	3	0	20160	305370	275	12543	12543	550	550	550	550	550	550	153	153	153	153	153	337	0	183	428	4	1
1000276	79	3	0	20356	308389	277	12664	12664	552	552	552	552	552	552	153	153	153	153	153	338	0	184	430	4	1
1000277	79	3	0	20649	312918	278	12846	12846	556	556	556	556	556	556	154	154	154	154	154	340	0	185	433	4	1
1000278	80	3	0	20845	315937	280	12967	12967	559	559	559	559	559	559	155	155	155	155	155	342	0	186	435	5	1
1000279	80	3	0	20946	317464	281	13030	13030	561	561	561	561	561	561	156	156	156	156	156	344	0	187	437	5	1
1000280	80	3	0	21048	318991	282	13094	13094	564	564	564	564	564	564	157	157	157	157	157	345	0	188	439	5	1
1000281	80	3	0	21149	320519	284	13157	13157	566	566	566	566	566	566	157	157	157	157	157	347	0	189	441	5	1
1000282	80	3	0	21251	322046	285	13221	13221	569	569	569	569	569	569	158	158	158	158	158	348	0	190	443	5	1
1000283	81	3	0	21352	323573	286	13284	13284	571	571	571	571	571	571	159	159	159	159	159	350	0	191	445	5	1
1000284	81	3	0	21563	326725	288	13414	13414	575	575	575	575	575	575	160	160	160	160	160	352	0	192	448	5	1
1000285	81	3	0	21703	328827	289	13501	13501	578	578	578	578	578	578	161	161	161	161	161	354	0	193	450	5	1
1000286	81	3	0	21914	331979	291	13631	13631	582	582	582	582	582	582	162	162	162	162	162	356	0	194	453	5	1
1000287	82	3	0	22054	334081	293	13717	13717	584	584	584	584	584	584	162	162	162	162	162	358	0	195	455	5	1
1000288	82	3	0	22097	334729	293	13744	13744	586	586	586	586	586	586	163	163	163	163	163	359	0	195	456	5	1
1000289	82	3	0	22183	336025	295	13798	13798	588	588	588	588	588	588	163	163	163	163	163	360	0	196	459	5	1
1000290	82	3	0	22226	336672	295	13825	13825	590	590	590	590	590	590	164	164	164	164	164	361	0	197	460	5	1
1000291	82	3	0	22312	337968	297	13879	13879	592	592	592	592	592	592	165	165	165	165	165	363	0	198	462	5	1
1000292	82	3	0	22355	338616	297	13906	13906	594	594	594	594	594	594	165	165	165	165	165	363	0	198	463	5	1
1000293	82	3	0	22441	339912	299	13960	13960	596	596	596	596	596	596	166	166	166	166	166	365	0	199	465	5	1
1000294	83	3	0	22484	340560	299	13986	13986	597	597	597	597	597	597	166	166	166	166	166	366	0	199	466	5	1
1000295	83	3	0	22571	341868	300	14041	14041	600	600	600	600	600	600	167	167	167	167	167	367	0	200	468	5	1
1000296	83	3	0	22614	342522	301	14068	14068	601	601	601	601	601	601	167	167	167	167	167	368	0	201	469	5	1
1000297	83	3	0	22701	343830	302	14122	14122	604	604	604	604	604	604	168	168	168	168	168	370	0	201	471	5	1
1000298	83	3	0	22788	345138	304	14177	14177	607	607	607	607	607	607	169	169	169	169	169	371	0	202	473	5	1
1000299	83	3	0	22831	345791	304	14204	14204	608	608	608	608	608	608	169	169	169	169	169	372	0	203	474	5	1
1000300	85	3	0	23356	353693	312	14532	14532	624	624	624	624	624	624	173	173	173	173	173	382	0	208	486	5	1
1000301	85	3	0	23400	354358	313	14560	14560	625	625	625	625	625	625	174	174	174	174	174	383	0	209	487	5	1
1000302	85	3	0	23400	354358	313	14560	14560	625	625	625	625	625	625	174	174	174	174	174	383	0	209	487	5	1
1000303	85	3	0	23444	355024	314	14588	14588	627	627	627	627	627	627	174	174	174	174	174	384	0	209	488	5	1
1000304	85	3	0	23444	355024	314	14588	14588	627	627	627	627	627	627	174	174	174	174	174	384	0	209	488	5	1
1000305	85	3	0	23488	355689	314	14615	14615	628	628	628	628	628	628	174	174	174	174	174	384	0	209	489	5	1
1000306	85	3	0	23488	355689	314	14615	14615	628	628	628	628	628	628	174	174	174	174	174	384	0	209	489	5	1
1000307	85	3	0	23532	356355	315	14643	14643	629	629	629	629	629	629	175	175	175	175	175	385	0	210	490	5	1
1000308	85	3	0	23532	356355	315	14643	14643	629	629	629	629	629	629	175	175	175	175	175	385	0	210	490	5	1
1000309	85	3	0	23577	357021	316	14671	14671	631	631	631	631	631	631	175	175	175	175	175	386	0	210	492	5	1
1000310	85	3	0	23621	357686	316	14698	14698	632	632	632	632	632	632	176	176	176	176	176	387	0	211	493	5	1
1000311	85	3	0	23621	357686	316	14698	14698	632	632	632	632	632	632	176	176	176	176	176	387	0	211	493	5	1
1000312	85	3	0	23665	358352	317	14726	14726	633	633	633	633	633	633	176	176	176	176	176	388	0	211	494	5	1
1000313	85	3	0	23665	358352	317	14726	14726	633	633	633	633	633	633	176	176	176	176	176	388	0	211	494	5	1
1000314	85	3	0	23709	359017	318	14754	14754	635	635	635	635	635	635	176	176	176	176	176	389	0	212	495	5	1
1000315	85	3	0	23709	359017	318	14754	14754	635	635	635	635	635	635	176	176	176	176	176	389	0	212	495	5	1
1000316	85	3	0	23753	359683	319	14781	14781	636	636	636	636	636	636	177	177	177	177	177	389	0	212	496	5	1
1000317	85	3	0	23753	359683	319	14781	14781	636	636	636	636	636	636	177	177	177	177	177	389	0	212	496	5	1
1000318	86	3	0	23797	360348	319	14809	14809	637	637	637	637	637	637	177	177	177	177	177	390	0	213	497	5	1
1000319	86	3	0	23842	361020	320	14837	14837	639	639	639	639	639	639	177	177	177	177	177	391	0	213	498	5	1
1000320	86	3	0	23887	361693	321	14865	14865	640	640	640	640	640	640	178	178	178	178	178	392	0	214	499	5	1
1000321	86	3	0	23931	362365	321	14893	14893	642	642	642	642	642	642	178	178	178	178	178	393	0	214	500	5	1
1000322	86	3	0	23976	363037	322	14921	14921	643	643	643	643	643	643	179	179	179	179	179	394	0	214	501	5	1
1000323	86	3	0	24065	364381	323	14977	14977	646	646	646	646	646	646	179	179	179	179	179	395	0	215	503	5	1
1000324	86	3	0	24110	365053	324	15005	15005	647	647	647	647	647	647	180	180	180	180	180	396	0	216	504	5	1
1000325	86	3	0	24154	365725	325	15033	15033	648	648	648	648	648	648	180	180	180	180	180	397	0	216	505	5	1
1000326	86	3	0	24199	366397	325	15060	15060	650	650	650	650	650	650	181	181	181	181	181	398	0	217	506	5	1
1000327	87	3	0	24243	367070	326	15088	15088	651	651	651	651	651	651	181	181	181	181	181	399	0	217	507	5	1
1000328	87	3	0	25077	378954	328	15644	15644	655	655	655	655	655	655	182	182	182	182	182	401	0	219	511	5	1
1000329	87	3	0	26188	394799	331	16385	16385	661	661	661	661	661	661	184	184	184	184	184	404	0	220	515	5	1
1000330	88	3	0	27022	406683	333	16940	16940	665	665	665	665	665	665	185	185	185	185	185	407	0	222	518	5	1
1000331	88	3	0	27159	408740	335	17026	17026	669	669	669	669	669	669	186	186	186	186	186	409	0	223	521	5	1
1000332	88	3	0	27250	410111	336	17083	17083	672	672	672	672	672	672	187	187	187	187	187	411	0	224	523	5	1
1000333	88	3	0	27386	412168	338	17168	17168	676	676	676	676	676	676	188	188	188	188	188	414	0	225	527	5	1
1000334	89	3	0	27477	413539	340	17225	17225	679	679	679	679	679	679	189	189	189	189	189	415	0	226	529	5	1
1000335	89	3	0	27615	415615	342	17311	17311	683	683	683	683	683	683	190	190	190	190	190	418	0	228	532	5	1
1000336	89	3	0	27707	417000	343	17369	17369	686	686	686	686	686	686	190	190	190	190	190	420	0	229	534	5	1
1000337	89	3	0	27845	419077	345	17455	17455	690	690	690	690	690	690	192	192	192	192	192	422	0	230	538	5	1
1000338	90	3	0	27937	420461	347	17513	17513	692	692	692	692	692	692	192	192	192	192	192	424	0	231	540	5	1
1000339	90	3	0	28349	426644	349	17770	17770	697	697	697	697	697	697	194	194	194	194	194	427	0	232	543	5	1
1000340	90	3	0	28623	430766	350	17942	17942	700	700	700	700	700	700	194	194	194	194	194	428	0	233	545	5	1
1000341	90	3	0	29035	436949	352	18200	18200	704	704	704	704	704	704	196	196	196	196	196	431	0	235	548	5	1
1000342	91	3	0	29310	441071	354	18371	18371	707	707	707	707	707	707	196	196	196	196	196	433	0	236	551	5	1
1000343	91	3	0	29457	443280	356	18463	18463	711	711	711	711	711	711	198	198	198	198	198	435	0	237	554	5	1
1000344	91	3	0	29653	446226	359	18586	18586	717	717	717	717	717	717	199	199	199	199	199	439	0	239	558	5	1
1000345	92	3	0	29799	448436	361	18678	18678	721	721	721	721	721	721	200	200	200	200	200	441	0	240	562	5	1
1000346	92	3	0	29935	450472	363	18762	18762	725	725	725	725	725	725	201	201	201	201	201	444	0	242	565	5	1
1000347	92	3	0	30025	451830	365	18819	18819	728	728	728	728	728	728	202	202	202	202	202	446	0	243	567	5	1
1000348	92	3	0	30160	453866	367	18903	18903	732	732	732	732	732	732	203	203	203	203	203	448	0	244	571	5	1
1000349	93	3	0	30250	455223	368	18960	18960	735	735	735	735	735	735	204	204	204	204	204	450	0	245	573	5	1
1000350	93	3	0	30387	457282	370	19046	19046	739	739	739	739	739	739	205	205	205	205	205	453	0	247	576	5	1
1000351	93	3	0	30478	458654	372	19103	19103	742	742	742	742	742	742	206	206	206	206	206	454	0	248	579	5	1
1000352	93	3	0	30615	460713	374	19188	19188	747	747	747	747	747	747	208	208	208	208	208	457	0	249	582	5	1
1000353	94	3	0	30706	462085	375	19245	19245	750	750	750	750	750	750	208	208	208	208	208	459	0	250	584	5	1
1000354	94	3	0	30954	465828	378	19403	19403	754	754	754	754	754	754	210	210	210	210	210	462	0	252	588	5	1
1000355	94	3	0	31119	468324	379	19507	19507	757	757	757	757	757	757	210	210	210	210	210	463	0	253	590	5	1
1000356	94	3	0	31367	472067	381	19665	19665	761	761	761	761	761	761	212	212	212	212	212	466	0	254	593	5	1
1000357	95	3	0	31532	474562	383	19770	19770	764	764	764	764	764	764	212	212	212	212	212	468	0	255	596	5	1
1000358	95	3	0	31662	476510	385	19850	19850	769	769	769	769	769	769	214	214	214	214	214	471	0	256	599	5	1
1000359	95	3	0	31834	479106	388	19958	19958	774	774	774	774	774	774	215	215	215	215	215	474	0	258	604	5	1
1000360	96	3	0	31963	481054	390	20039	20039	779	779	779	779	779	779	216	216	216	216	216	477	0	260	607	5	1
1000361	96	3	0	32094	483021	392	20121	20121	783	783	783	783	783	783	218	218	218	218	218	480	0	261	610	5	1
1000362	96	3	0	32181	484332	394	20175	20175	786	786	786	786	786	786	219	219	219	219	219	481	0	262	613	5	1
1000363	96	3	0	32311	486299	396	20257	20257	791	791	791	791	791	791	220	220	220	220	220	484	0	264	616	5	1
1000364	97	3	0	32398	487611	397	20311	20311	794	794	794	794	794	794	221	221	221	221	221	486	0	265	619	5	1
1000365	97	3	0	32530	489597	400	20394	20394	798	798	798	798	798	798	222	222	222	222	222	489	0	266	622	5	1
1000366	97	3	0	32618	490920	401	20449	20449	801	801	801	801	801	801	223	223	223	223	223	490	0	267	624	5	1
1000367	97	3	0	32750	492906	403	20531	20531	806	806	806	806	806	806	224	224	224	224	224	493	0	269	628	5	1
1000368	98	3	0	32837	494230	405	20586	20586	809	809	809	809	809	809	225	225	225	225	225	495	0	270	630	5	1
1000369	98	3	0	32971	496236	407	20669	20669	813	813	813	813	813	813	226	226	226	226	226	498	0	271	634	5	1
1000370	98	3	0	33059	497573	409	20725	20725	816	816	816	816	816	816	227	227	227	227	227	500	0	272	636	5	1
1000371	98	3	0	33192	499578	411	20808	20808	821	821	821	821	821	821	228	228	228	228	228	502	0	274	640	5	1
1000372	99	3	0	33281	500915	413	20863	20863	824	824	824	824	824	824	229	229	229	229	229	504	0	275	642	5	1
1000373	99	3	0	33736	507731	415	21147	21147	828	828	828	828	828	828	230	230	230	230	230	507	0	276	646	5	1
1000374	99	3	0	34342	516818	418	21525	21525	834	834	834	834	834	834	232	232	232	232	232	511	0	278	650	5	1
1000375	100	4	0	34797	523634	420	21808	21808	839	839	839	839	839	839	233	233	233	233	233	514	0	280	654	6	1
1000376	100	4	0	38384	577127	422	24044	24044	844	844	844	844	844	844	234	234	234	234	234	516	0	281	657	6	1
1000377	100	4	0	40776	612789	424	25534	25534	847	847	847	847	847	847	235	235	235	235	235	518	0	282	660	6	1
1000378	100	4	0	44363	666282	426	27770	27770	851	851	851	851	851	851	237	237	237	237	237	521	0	284	663	6	1
1000379	101	4	0	46755	701944	428	29261	29261	854	854	854	854	854	854	237	237	237	237	237	523	0	285	666	6	1
1000380	101	4	0	47020	705930	430	29425	29425	859	859	859	859	859	859	239	239	239	239	239	526	0	287	669	6	1
1000381	101	4	0	47196	708587	432	29534	29534	862	862	862	862	862	862	240	240	240	240	240	528	0	288	672	6	1
1000382	101	4	0	47461	712574	434	29698	29698	867	867	867	867	867	867	241	241	241	241	241	531	0	289	675	6	1
1000383	102	4	0	47638	715231	436	29807	29807	870	870	870	870	870	870	242	242	242	242	242	532	0	290	678	6	1
1000384	102	4	0	47905	719248	438	29973	29973	874	874	874	874	874	874	243	243	243	243	243	535	0	292	681	6	1
1000385	102	4	0	48083	721926	439	30083	30083	877	877	877	877	877	877	244	244	244	244	244	537	0	293	684	6	1
1000386	102	4	0	48349	725943	442	30248	30248	882	882	882	882	882	882	245	245	245	245	245	540	0	294	688	6	1
1000387	103	4	0	48527	728621	443	30358	30358	885	885	885	885	885	885	246	246	246	246	246	542	0	295	690	6	1
1000388	103	4	0	48796	732670	446	30525	30525	890	890	890	890	890	890	247	247	247	247	247	545	0	297	694	6	1
1000389	103	4	0	49155	738068	449	30747	30747	896	896	896	896	896	896	249	249	249	249	249	549	0	299	699	6	1
1000390	104	4	0	49424	742116	451	30914	30914	901	901	901	901	901	901	250	250	250	250	250	552	0	301	702	6	1
1000391	104	4	0	49838	748299	454	31169	31169	906	906	906	906	906	906	252	252	252	252	252	555	0	302	706	6	1
1000392	104	4	0	50113	752420	455	31339	31339	909	909	909	909	909	909	253	253	253	253	253	556	0	303	708	6	1
1000393	104	4	0	50527	758603	458	31595	31595	914	914	914	914	914	914	254	254	254	254	254	559	0	305	712	6	1
1000394	105	4	0	50802	762724	459	31765	31765	917	917	917	917	917	917	255	255	255	255	255	561	0	306	715	6	1
1000395	105	4	0	51064	766664	462	31927	31927	922	922	922	922	922	922	256	256	256	256	256	564	0	308	718	6	1
1000396	105	4	0	51238	769291	463	32035	32035	925	925	925	925	925	925	257	257	257	257	257	566	0	309	721	6	1
1000397	105	4	0	51500	773232	466	32197	32197	930	930	930	930	930	930	258	258	258	258	258	569	0	310	724	6	1
1000398	106	4	0	51675	775859	467	32305	32305	933	933	933	933	933	933	259	259	259	259	259	571	0	311	727	6	1
1000399	106	4	0	52207	783847	470	32636	32636	938	938	938	938	938	938	261	261	261	261	261	574	0	313	731	6	1
1000400	106	4	0	52561	789172	471	32856	32856	941	941	941	941	941	941	262	262	262	262	262	576	0	314	733	6	1
1000401	106	4	0	53093	797160	474	33187	33187	946	946	946	946	946	946	263	263	263	263	263	579	0	316	737	6	1
1000402	107	4	0	53448	802486	475	33407	33407	949	949	949	949	949	949	264	264	264	264	264	581	0	317	739	6	1
1000403	107	4	0	53717	806537	478	33574	33574	954	954	954	954	954	954	265	265	265	265	265	584	0	318	743	6	1
1000404	107	4	0	54076	811939	481	33796	33796	960	960	960	960	960	960	267	267	267	267	267	588	0	320	748	6	1
1000405	108	4	0	54345	815990	483	33962	33962	965	965	965	965	965	965	268	268	268	268	268	591	0	322	752	6	1
1000406	108	4	0	54616	820060	486	34130	34130	970	970	970	970	970	970	270	270	270	270	270	594	0	324	756	6	1
1000407	108	4	0	54796	822774	487	34241	34241	973	973	973	973	973	973	271	271	271	271	271	596	0	325	758	6	1
1000408	108	4	0	55066	826844	490	34409	34409	978	978	978	978	978	978	272	272	272	272	272	599	0	326	762	6	1
1000409	109	4	0	55246	829557	491	34520	34520	981	981	981	981	981	981	273	273	273	273	273	601	0	327	765	6	1
1000410	109	4	0	55519	833659	494	34689	34689	986	986	986	986	986	986	274	274	274	274	274	604	0	329	769	6	1
1000411	109	4	0	55701	836394	496	34801	34801	989	989	989	989	989	989	275	275	275	275	275	606	0	330	771	6	1
1000412	109	4	0	55973	840496	498	34970	34970	994	994	994	994	994	994	276	276	276	276	276	609	0	332	775	6	1
1000413	110	4	0	56155	843230	500	35082	35082	998	998	998	998	998	998	277	277	277	277	277	611	0	333	778	6	1
1000414	110	4	0	56421	847242	502	35247	35247	1003	1003	1003	1003	1003	1003	279	279	279	279	279	614	0	335	781	6	1
1000415	110	4	0	56599	849916	504	35357	35357	1006	1006	1006	1006	1006	1006	280	280	280	280	280	616	0	336	784	6	1
1000416	110	4	0	56865	853928	506	35522	35522	1011	1011	1011	1011	1011	1011	281	281	281	281	281	619	0	337	788	6	1
1000417	111	4	0	57043	856603	508	35631	35631	1014	1014	1014	1014	1014	1014	282	282	282	282	282	621	0	338	790	6	1
1000418	111	4	0	57317	860720	510	35801	35801	1019	1019	1019	1019	1019	1019	283	283	283	283	283	624	0	340	794	6	1
1000419	111	4	0	57681	866209	514	36026	36026	1026	1026	1026	1026	1026	1026	285	285	285	285	285	628	0	342	800	6	1
1000420	112	4	0	57955	870326	516	36195	36195	1031	1031	1031	1031	1031	1031	287	287	287	287	287	631	0	344	803	6	1
1000421	112	4	0	58230	874476	519	36366	36366	1036	1036	1036	1036	1036	1036	288	288	288	288	288	634	0	346	807	6	1
