关键字	英文
FIGHTFORCE_OF_ARMY	Our Power
FIGHTFORCE_OF_ENEMY	Enemy Power
COMMON_STR_CHALLENGE	Challenge
COMMON_STR_FINISH_RIGHT_NOW	Complete Now
COMMON_STR_TITLE_COMMIT	Confirm
COMMON_STR_TITLE_COMMIT2	Tip
COMMON_STR_PASSIVE_SKILL	Passive Skill
COMMON_STR_BASE	Base
COMMON_STR_ATTR	Stats
COMMON_STR_WATING	Coming Soon
COMMON_STR_NOT_OPEN_RECHARGE	Recharge is coming soon
COMMON_STR_FATE_ASSIST	Bonds
COMMON_STR_CREATE	Create
COMMON_STR_NOT_TIME	Not the time yet
COMMON_STR_HAS_NONE_HERO_CHIP	No hero shards
COMMON_STR_HAS_NONE_HERO_CARD	No hero cards
COMMON_STR_HAS_NONE_HERO_INFO	No hero infos
COMMON_STR_EQUIP_ON	Equip
COMMON_STR_MONSTER	Monster
COMMON_STR_DETAIL	Details
TITLE_TP	Transcend
COMMON_TITLE_VICTORY	Victory
COMMON_TITLE_FAILURE	Defeat
WINDOW_TITLE_CHART	Gallery
WINDOW_TITLE_GETWAY	Acquisition
LOGIN_DESC	Logging in, please wait...
FUNCTION_NOT_OPEN	The feature not available now
FUNCTION_OPEN_NEED	Clear stage [%s.%s] to unlock
NOT_EQUIP_TX	No equipped gear
STRENGTHEN_LV_TX	Enhance Level
REFINE_LV_TX	Refine Level
STRENGTHEN_BTN_TX	Enhance
REFINE_BTN_TX	Refine
EQUIP_TYPE_1	Helmet
EQUIP_TYPE_2	Weapon
EQUIP_TYPE_3	Shoulder Pads
EQUIP_TYPE_4	Clothes
EQUIP_TYPE_5	Cloak
EQUIP_TYPE_6	Accessory
STR_ATTR_DES_1	Base Stats
AWAKE_NORMAL_NEXT_ATTR_LABEL	[Awaken %d stars to +%d%%]
AWAKE_MAX_NEXT_ATTR_LABEL	Slot Awakening:+%d
AWAKE_MASTER_TARGET_TEXT	Awaken %d slots to %d stars.
AWAKE_TYPE_NORMAL	Normal Awakening
AWAKE_TYPE_MAX	Slot Awakening
AWAKE_TIPS_SUSS	Awakening Successful
AWAKE_TIPS_MAX_SUSS	Slot Awakening Succeed
EMBED_TIPS_SUSS	Inlay Successful
EMBED_TIPS_SUSS1	Successful
EMBED_UPGRADE_GEM_SUSS	Upgrade Successful
STR_JIHUO	Activate
STR_STAR	stars
AWAKE_FAIL	Awakening Failed
PART_SUIT_STR	Set
AWAKE_OPEN_CONDITION	Get 3 stars to unlock Slot Awakening
AWAKE_NOT_OPEN_TIPS	Awaken %d stars to unlock
PART_AWAKE_TIPS_1	Awakening costs
PART_AWAKE_TIPS_2	Activate advanced stats
PART_GEM_TOTAL_ATTR_LABEL	Total gem stats:
STR_EMBED_EQUIP_MAIN_ATTR_ADD	Inlay %d Lv.%d gems
PART_EMBED_CONDITION_STR	(%d/%d)
PART_AWAKE_TITLE_POSTFIX	Awaken
PART_EMBED_TITLE_POSTFIX	Socket
PART_AWAKE_TIPS_MAX_AWAKE_LEVEL	Awakening cap reached
PART_AWAKE_TIPS_MAX_AWAKE_OPEN	Get %d stars to unlock Slot Awakening
STR_ADD	Increase
PEOPLE_KING_ENERGY	Blessings
PEOPLE_KING_DESC_1	Used so far:
PEOPLE_KING_DESC_2	The higher the %s rank, the more times available
PEOPLE_KING_DESC_3	The higher the %s rank, each
PEOPLE_KING_DESC_4	Bonus percentage only applies to Holy Weapon base stats.
PEOPLE_KING_DESC_6	Energy Stone
PEOPLE_KING_DESC_7	Blood Stone
PEOPLE_KING_DESC_8	%s +%d to use
PEOPLE_KING_DESC_9	Use 1
PEOPLE_KING_DESC_10	Max uses reached, advance Holy Weapon to increase the limit.
PEOPLE_KING_DESC_11	Max uses reached
PEOPLE_KING_DESC_12	Clear Blessings
PEOPLE_KING_DESC_13	Tap and hold to keep using
PEOPLE_KING_DESC_14	Each time consumes %d
PEOPLE_KING_DESC_15	The higher the bonus
PEOPLE_KING_DESC_16	More blessings means higher advance success %.
PEOPLE_KING_DESC_17	Starting this rank, blessing value will clear in %d hours.
PEOPLE_KING_DESC_18	You timed advance items are all charged up, we suggest you use them first!
EQUIP	Equip
TOWER_FLOOR_HEAD	Floor %d
TOWER_BTN_STR	Achievement
TOWER_BTN_STR1	Rankings
TOWER_BTN_STR2	Rune
TOWER_BTN_STR3	Rules
TOWER_BTN_STR4	Store
TOWER_INFO_STR1	Daily resets:
TOWER_INFO_STR2	No resets remained
RECOMMEND_FIGHT_FORCE_LABEL	Recommended power:
NEED_PLAYER_LEVEL	Required level:
STR_SWEEP	Sweep
STR_STOP	Stop
STR_RESET	Reset
STR_SWEEP_TIME	Sweep Timer:
STR_CAN_SWEEP	You can sweep floors you\'ve already cleared.
STR_CASH_NOT_ENOUGH	Not enough diamonds
TOWER_SWEEP_SWARD_TITLE	Sweep Reward
TOWER_HISTORY_MAX_LABEL	Personal Best:
TOWER_FLOOR_FORMAT	Floor %d
TOWER_ACHIEVEMENT_TARGET	Reach Courage Tower floor %d
TOWER_SWEEP_TIPS	You can sweep floors you\'ve already cleared.
TOWER_RESET_LABEL	Reset costs:
TOWER_SWEEP_FLOOR	Successfully swept floors %d-%d.
TOWER_FINISH_RIGHTNOW	Unlocks for sweeping at VIP %d.
TOWER_FIGHT_BTN_TX	Challenge Stages
TOWER_RESET_DIALOG_TITLE	Confirm to Reset
TOWER_RESET_DIALOG_CONTENT	Resets the current floors.
TOWER_RESET_DIALOG_CONTENT_FREE	Do you want to reset the current floors?
TOWER_TIPS_1	Level requirements not met
TOWER_TIPS_2	Floor already cleared
TOWER_TIPS_3	Floor reward:
TOWER_TIPS_4	You\'ve swept %d floors, do you want to stop sweeping?
TOWER_TIPS_5	Stop Sweeping
TOWER_TIPS_6	Daily resets remained: %d/%d
TREASURE_DESC_1	Stats increase:
TREASURE_DESC_2	Destiny not activated:
TREASURE_DESC_3	Destiny activated:
TREASURE_DESC_13	All deployed heroes
TREASURE_DESC_14	Total power
GET_FOOD_1	Claim lunch from %d:00 - %d:00
GET_FOOD_2	Claim dinner from %d:00 - %d:00
GET_FOOD_3	Claim midnight snack from %d:00 - %d:00
STR_FREE_RESET	Free
MAILBOX	Mail
NO_MAIL	No mail
SEND_MAIL_PEOPLE	Sender:
ACTIVITY_GETBTN_TEXT	Claim
ONE_KEY_GETALL_TEXT	Claim All
MAIL_DESC_1	Mail
MAIL_DESC_2	Delete after reading
DELETE_DAY	%s days remained
DELETE_HOUR	%s hours remained
DELETE_WARNING	Expires soon!
BAG_REACHED_MAX_AND_FUSION	Bag is full, fuse to clear space.
FOOD_MAX	Max stamina reached
DROP_TO_USE_TEXT	Drag to use
DIGMINE_CUR_RES_TEXT	Current mine zone:
TIMES_FULL_NO_NEED_BUY	Times full, no need to buy
MINE_BUY_TOOL_1	Spend 
MINE_BUY_TOOL_2	to buy %d Mining Stamina?
SUCCESS_BUY	Purchase Successful
DIG_MINE_BOMB_TIPS_1	Explosives can only be placed on empty land.
CAN_NOT_DIG_ADAMAS	You can\'t dig through adamantite!
SAVE_MR_DRAGON	Save Mr. Dragon?
SAVE_SET_INFO_SUCESS	Settings Saved
NO_APPLY_STR	No applications
EAT_DIG_DRAGON	Eat
RELEASE_DIG_DRAGON	Release
NOT_ENOUGH_GOTO_BUY	Not enough diamonds, go buy some now?
MESSAGE_GO_CASH	Recharge
MESSAGE_NO	Think about it
MINE_NO_DIG	No adjacent soil to dig.
POSITION_CHANGE	The player you challenged has changed his position, please refresh.
NON_NORMAL_END	You did not finish normally
CHALLENGING_PLAYER	Someone is already challenging this player, please find someone else.
CASH_NOT_ENOUGH_GOTO_RECHARGE	Requires %d diamonds, go top up now?
STR_VITALITY	Stamina
TIME_FINISH	Finished
GETWAY_DES6	Open to receive the following items
GETWAY_DES7	Chance to receive the following items
GETWAY_DES8	Guarantee to receive the following items
GETWAY_GEM_DES1	Inlay to increase
GETWAY_GEM_DES2	Gear slot:
DIGMINE_EVENT_NAME_1	Mine Zone Boss
DIGMINE_EVENT_NAME_2	Mine Treasure
LATER_ON	Later
DIGMINE_EVENT_DESC_1	This evil %s is hiding lots of good items. Let\'s get rid of him.
DIGMINE_EVENT_DESC_2	Boss
DIGMINE_EVENT_DESC_3	This %s is bright and shiny, there must be lots of treasure inside!
DIGMINE_EVENT_DESC_4	Chest
DIGMINE_EVENT_DESC_5	Dig up all treasures to win the Ultimate Chest!
BEGIN_FIGHTING	Start Battle
NO_AWARDS	Congrats, you won
STR_OPEN	Open
OPEN_AND_SEE	Open and see
LEGION_LEVELS_DESC8	Stage Treasure
DIGMINE_EVENT_DESC_6	Eat it to get %s Mining Shovels!
DIGMINE_EVENT_DESC_7	Let it go to randomly flatten %s or %s.
DIGMINE_EVENT_DESC_8	1 row
DIGMINE_EVENT_DESC_9	1 column
ATLAR_DESC1	Times:
ATLAR_DESC2	Cost:
ATLAR_DESC3	Each time grants
ATLAR_DESC4	Spend %d diamonds to sacrifice?
ATLAR_DESC5	No sacrifices remained
ATLAR_BTNTX1	Pray for Gold
ATLAR_BTNTX2	Pray for Stamina
ATLAR_BTNTX4	Pray for Fate Stones
ATLAR_BTNTX3	Pray for Gems
ATLAR_TITLE1	Gold Sacrifice
ATLAR_TITLE2	Stamina Sacrifice
ATLAR_TITLE4	Fate Stone Sacrifice
ATLAR_TITLE3	Not open
AUTO_ALTAR	Quick Sacrifice
LV_NOT_ENOUCH	Level too low
FIGHTFORCE_NOT_ENOUCH	Level too low
EQUIP_NOT_ENOUCH	Gear does not meet requirements
USER_LEVEL_REACH	Reach character Lv.%d
AUTO_ALTAR_COST	Spend %d diamonds to sacrifice %d times? Will crit once and earn %d %s.
STR_FREE	Free
COLLECTED_TXT	Collected:
STR_RANK	Rank
STR_PLAYER_INFO	Player Info
TYPE_PLAYER	Player
STR_ARENA	Arena
STR_DUAN_WEI	Tier
STR_THOUSAND_TOWER	Endless Tower
STR_FLOOR	Floor
STR_FLOOR_1	Floor
STR_LEVEL	Level
STR_NOT_ON_THE_LIST	No Rank
STR_NOT_JOIN_LEGION	Not in a legion
STR_LEGION	Legion:
STR_TRAIL_DESC_1	%s encounter explorations left
STR_TODAY_SCORE	Daily Points
STR_TRAIL_DESC_2	Coin Reset
STR_TRAIL_DESC_3	Cost:
STR_TRAIL_DESC_4	Resets to a random coin
STR_DAILY_BOX	Daily Chest
STR_TRAIL_DESC_5	Weekly Achievement Reward
STR_TRAIL_DESC_6	Resets on Mondays at 5:00
STR_TRAIL_DESC_7	Weekly Encounter Points:
STR_TRAIL_DESC_8	Weekly Encounter Points %s or higher
STR_TRAIL_DESC_9	These are all great items,
STR_TRAIL_DESC_10	You won\'t regret
STR_TRAIL_DESC_11	your purchase!
STR_TRAIL_DESC_12	Come and play! If you\'re good
STR_TRAIL_DESC_13	I\'ll give you
STR_TRAIL_DESC_14	extra rewards!
STR_TRAIL_DESC_15	Challenge Encounter
STR_TRAIL_DESC_16	Encounter quality multiplies points reward.
STR_TRAIL_DESC_17	Diamond cost to reset:
STR_TRAIL_DESC_18	Encounter star level:
STR_TRAIL_DESC_19	Encounter reward:
STR_TRAIL_DESC_20	Encounter points:
STR_TRAIL_DESC_21	Reset
STR_TRAIL_DESC_22	Quick Challenge
STR_TRAIL_DESC_23	Challenge
STR_TRAIL_DESC_24	This reset is free
STR_TRAIL_DESC_25	Points
STR_CAVE_ADVENTURE_DESC_1	Please tap and hold the dice to throw !
STR_CAVE_ADVENTURE_DESC_2	Next regen:
STR_CAVE_ADVENTURE_DESC_3	Open Mystery Chest
STR_CAVE_ADVENTURE_DESC_4	Open the Mystery Chest to get one of the following items at random.
STR_CAVE_ADVENTURE_DESC_5	Opening consumes:
STR_CAVE_ADVENTURE_DESC_6	Not enough dice!
STR_CAVE_ADVENTURE_DESC_7	Collect enough chest shards to get the Ultimate Chest.
STR_CAVE_ADVENTURE_DESC_8	till chest disappears.
STR_CAVE_ADVENTURE_DESC_9	Open
STR_CAVE_ADVENTURE_DESC_10	Cancel
STR_CAVE_ADVENTURE_DESC_11	You were too careless and broke the chest while trying to open it!
STR_CAVE_ADVENTURE_DESC_12	Destination
STR_CAVE_ADVENTURE_DESC_13	Super
STR_CAVE_ADVENTURE_DESC_14	Chest is broken
STR_CAVE_ADVENTURE_DESC_15	Dice count: %s
STR_GETWAY2	Owned
STR_ZHANG	cards
STR_MERGE_DES2	Shard Amount
STR_PEOPLEKING_DESC_1	Holy Weapon
STR_PEOPLEKING_DESC_2	Holy Wings
STR_PEOPLEKING_DESC_3	Transform
STR_PEOPLEKING_DESC_4	Awaken
STR_PEOPLEKING_DESC_5	Note: Each hero will gain a stat increase
STR_PEOPLEKING_DESC_6	The higher your Holy Weapon value the higher the enhance rate
STR_PEOPLEKING_DESC_7	Holy Weapon Stats
STR_PEOPLEKING_DESC_8	Holy Wings Stats
STR_PEOPLEKING_DESC_9	Artifact Transform
STR_PEOPLEKING_DESC_10	Holy Weapon
STR_PEOPLEKING_DESC_11	Holy Wings
STR_PEOPLEKING_DESC_12	Have %s Holy Weapons
STR_PEOPLEKING_DESC_13	Have %s Holy Wings
STR_PEOPLEKING_DESC_14	Used so far:
STR_PEOPLEKING_DESC_15	Owned: 
STR_PEOPLEKING_DESC_16	Total stat bonus:
STR_PEOPLEKING_DESC_17	Bonus per %s this rank:
STR_PEOPLEKING_DESC_18	Fixed stat increase
STR_PEOPLEKING_DESC_19	Increases base stats by
STR_PEOPLEKING_DESC_20	Tap and hold to use. Each time consumes
STR_PEOPLEKING_DESC_21	Holy Mount
STR_PEOPLEKING_DESC_22	 
STR_PEOPLEKING_DESC_23	Blessings increase success rate
STR_PEOPLEKING_DESC_24	Blessings cleared in:
STR_PEOPLEKING_DESC_25	Advance Holy Weapon
STR_PEOPLEKING_DESC_26	Advance Holy Wings
STR_PEOPLEKING_DESC_27	Advance Holy Mount
STR_PEOPLEKING_DESC_28	Starting this rank, blessing value will be cleared in 24 hours.
STR_PEOPLEKING_DESC_29	Artifact Skills
STR_PEOPLEKING_DESC_30	Skill stats apply to all heroes
STR_PEOPLEKING_DESC_31	Requires Holy Weapon +
STR_PEOPLEKING_DESC_32	Requires Holy Wings +
STR_PEOPLEKING_DESC_33	Requires Holy Mount +
STR_PEOPLEKING_DESC_34	MAX
STR_PEOPLEKING_DESC_35	Own %s Holy Mounts
STR_PEOPLEKING_DESC_36	This rank blessing value will be cleared in 24 hours
STR_PEOPLEKING_DESC_37	Clear Blessings
STR_PEOPLEKING_DESC_38	Each time consumes %d
STR_PEOPLEKING_DESC_39	Holy Weapon Skills
STR_PEOPLEKING_DESC_40	Holy Wings Skills
STR_PEOPLEKING_DESC_41	Holy Mount Skills
STR_PEOPLEKING_DESC_42	Already at max level
STR_PEOPLEKING_DESC_43	Holy Mount
TRARIN_DRAGON_GET_ATTR	+%s%% Dragon Stats
TRARIN_DRAGON_GET_ATTR2	+%s%% - %s%% Dragon Stats
TRARIN_DRAGON_GET_ATTR3	Grants all heroes
PEOPLE_KING_ADVANCE_WEAPON	Advance Holy Weapon
PEOPLE_KING_ADVANCE_WING	Advance Holy Wings
PEOPLE_KING_ADVANCE_MOUNT	Advance Holy Mount
PEOPLE_KING_ACTIVATE_WEAPON	Holy Weapon Activation
PEOPLE_KING_ACTIVATE_WING	Holy Wings Activation
PEOPLE_KING_ACTIVATE_MOUNT	Holy Mount Activation
STR_POSCANTOPEN	Unlocks at Lv.%d
PEOPLE_KING_SKILL_DESC_6	Skill at max level, advance Holy Weapon to increase the limit.
PEOPLE_KING_SKILL_DESC_7	Skill at max level, advance Holy Wings to increase the limit.
PEOPLE_KING_SKILL_DESC_8	Skill at max level, advance Holy Mount to increase the limit.
PEOPLE_KING_SKILL_DESC_9	Not enough Celestial Scrolls
PEOPLE_KING_TITLE_AWAKE_1	Awaken Holy Weapon
PEOPLE_KING_TITLE_AWAKE_2	Awaken Holy Wings
PEOPLE_KING_CHANGELOOK_TITLE	Form
PEOPLE_KING_CHANGELOOK_TITLE1	Holy Weapon
PEOPLE_KING_CHANGELOOK_TITLE2	Holy Wings
PEOPLE_KING_CHANGELOOK_TITLE3	Holy Mount
PEOPLE_KING_CHANGELOOK_DESC_4	Holy Mount Master
PEOPLE_KING_CHANGELOOK_DESC_5	Holy Weapon Master
PEOPLE_KING_CHANGELOOK_DESC_6	Holy Wings Master
PEOPLE_KING_CHANGELOOK_DESC_7	Permanent %s
PEOPLE_KING_CHANGELOOK_DESC_8	Temporary %s
PEOPLE_KING_CHANGELOOK_DESC_9	Permanent
PEOPLE_KING_CHANGELOOK_DESC_10	%s base stats +%s
PEOPLE_KING_CHANGELOOK_DESC_11	Timed: %d days
PEOPLE_KING_CHANGELOOK_DESC_12	Transformed
PEOPLE_KING_CHANGELOOK_DESC_13	Spend %d diamonds to purchase permanent %s?
PEOPLE_KING_CHANGELOOK_DESC_14	Spend %d diamonds to purchase %s for %d days?
PEOPLE_KING_CHANGELOOK_DESC_15	New %s form unlocked
PEOPLE_KING_CHANGELOOK_DESC_16	%s PvP Damage Mitigation
PEOPLE_KING_CHANGELOOK_DESC_17	New Transform Model
PEOPLE_KING_CHANGELOOK_DESC_18	Amount available
PEOPLE_KING_CHANGELOOK_DESC_19	Single bonus
PEOPLE_KING_CHANGELOOK_DESC_20	Available
PEOPLE_KING_CHANGELOOK_DESC_21	Successfully transformed into:
PEOPLE_KING_CHANGELOOK_DESC_22	You canceled %s transformation
PEOPLE_KING_CHANGELOOK_DESC_23	Can activate
PEOPLE_KING_CHANGELOOK_DESC_24	Owned Holy Wings
PEOPLE_KING_CHANGELOOK_DESC_25	%d days
PEOPLE_KING_CHANGELOOK_DESC_26	Permanent
FATE_SPECIAL_DES5	Activate
PEOPLE_KING_SUIT_DESC_3	Emperor Holy Weapon
PEOPLE_KING_SUIT_DESC_4	Emperor Holy Wings
PEOPLE_KING_SUIT_DESC_5	Emperor Set
FRIENDS_TITLE_1	Requests
FRIENDS_DESC_1	No friends!
FRIENDS_DESC_2	Quick Apply
FRIENDS_DESC_3	Quick Respond
FRIENDS_DESC_4	Switch
FRIENDS_DESC_5	Delete All
FRIENDS_DESC_6	Accept All
FRIENDS_DESC_7	Friends
FRIENDS_DESC_8	Friends:
FRIENDS_DESC_9	Online
FRIENDS_DESC_10	Search
FRIENDS_DESC_11	Delete selected friends
FRIENDS_DESC_12	No friends
FRIENDS_DESC_13	Delete selected friends
FRIENDS_DESC_14	Player Details
FRIENDS_DESC_15	Operation
FRIENDS_DESC_16	Enter player ID
FRIENDS_DESC_17	No legions
FRIENDS_DESC_18	Delete the current friend?
FRIENDS_DESC_19	You declined the player\'s friend request.
FRIENDS_DESC_20	You accepted the player\'s friend request.
FRIENDS_DESC_21	No requests
FRIENDS_BTN_1	Friends
FRIENDS_BTN_2	Add
FRIENDS_BTN_3	Apply
FRIENDS_BTN_4	Accept All
FRIENDS_MSG_DESC_1	Friends deleted
FRIENDS_MSG_DESC_2	The player is not your friend, unable to challenge.
FRIENDS_MSG_DESC_3	No friends
FRIENDS_MSG_DESC_4	Successfully sent or received gift
FRIENDS_MSG_DESC_5	No gifts to accept
FRIENDS_MSG_DESC_6	You sent %s a beautiful gift
FRIENDS_MSG_DESC_7	No friends selected
FRIENDS_MSG_DESC_8	Boss is already dead
FRIENDS_MSG_DESC_9	Friend request sent, please wait for a response.
FRIENDS_MSG_DESC_10	You\'re already friends.
FRIENDS_MSG_DESC_11	You\'ve already sent a friend request.
FRIENDS_MSG_DESC_12	The player\'s friend list is full, they cannot add anymore friends.
FRIENDS_MSG_DESC_13	Your friend list is full, you cannot add anymore friends.
FRIENDS_MSG_DESC_14	The player does not exist on this server.
FRIENDS_MSG_DESC_15	The player\'s request list is full, unable to send a request.
FRIENDS_MSG_DESC_16	Friend added
FRIENDS_MSG_DESC_17	The player\'s level is too low, try again later.
FRIENDS_MSG_DESC_18	The player is not your friend.
FRIENDS_MSG_DESC_19	Friends deleted
FRIENDS_MSG_DESC_20	You cannot friend yourself.
FRIENDS_MSG_DESC_21	You and %s are now friends.
FRIENDS_MSG_DESC_22	Selected players: %d
FRIENDS_MSG_DESC_23	Enter content
FRIENDS_MSG_DESC_24	You can\'t claim anymore gifts today.
FRIENDS_MSG_DESC_25	No requests to delete.
FRIENDS_MSG_DESC_26	You have declined all friend requests.
FRIENDS_MSG_DESC_27	No requests to accept.
FRIENDS_MSG_DESC_28	You have accepted all friend requests.
FRIENDS_MSG_DESC_29	Please select a friend
FRIENDS_MSG_DESC_30	Boss is already dead
FRIENDS_MSG_DESC_31	Friend Requests
SETTING_SYSTEM_TITLE	System Settings
SETTING_SYSTEM_MUSIC	Music
SETTING_SYSTEM_SOUND	SFX
SETTING_SYSTEM_LANGUAGE	Language
SETTING_SYSTEM_MESSAGE	Support
SETTING_EXCHANGE_TITLE	Enter CDKEY:
SETTING_EXCHANGE_VALID_2	CDKEY cannot be blank.
SETTING_EXCHANGE_VALID	CDKEY expired
SETTING_EXCHANGE_VALID_1	Invalid CDKEY
SETTING_EXCHANGE_ALREADY_USE	You\'ve already used an CDKEY of that type.
SETTING_EXCHANGE_ALREADY_USE2	You can only use 1 activation code from each batch.
SETTING_TITLE_1	Player Settings
SETTING_TITLE_2	CDKEY
SETTING_TITLE_3	Language Settings
SETTING_TITLE_4	Change Name
SETTING_TITLE_5	Push Settings
SETTING_BTN_STR_1	Change Name
SETTING_BTN_STR_2	CDKEY
SETTING_HELP_TAB_STR_1	Help
SETTING_HELP_TAB_STR_2	Questions
SETTING_HELP_TAB_STR_3	Notices
GROWPATH_TITLE_1	Dragons
GROWPATH_TITLE_2	Divine Books
GROWPATH_TITLE_3	Treasures
GROWPATH_TITLE_4	Arena
GROWPATH_TITLE_5	Monarchs
GROWPATH_CHAPTER_1	Chapter 1
GROWPATH_CHAPTER_2	Chapter 2
GROWPATH_CHAPTER_3	Chapter 3
GROWPATH_CHAPTER_4	Chapter 4
GROWPATH_CHAPTER_5	Chapter 5
GROWPATH_CHAPTER_6	Chapter 6
GROWPATH_CHAPTER_7	Chapter 7
GROWPATH_CHAPTER_8	Chapter 8
GROWPATH_CHAPTER_9	Chapter 9
GROWPATH_CHAPTER_10	Chapter 10
GROWPATH_CHAPTER_11	Chapter 11
GROWPATH_CHAPTER_12	Chapter 12
GROWPATH_CHAPTER_13	Chapter 13
GROWPATH_CHAPTER_14	Chapter 14
GROWPATH_CHAPTER_15	Chapter 15
GROWPATH_CHAPTER_16	Chapter 16
GROWPATH_TIPS_1	Inlay Dragonite to increase dragon level.
GROWPATH_TIPS_2	Clear stage [%s.%s] to get
GROWPATH_TIPS_3	Next level effect
GROWPATH_TIPS_4	Collect materials required to illuminate relics in Adventure mode.
GROWPATH_TIPS_5	Collect the above relics to increase lord tier
GROWPATH_TIPS_6	Collect the following to activate Lord Destiny:
GROWPATH_TIPS_7	[Get the treasure to activate]
GROWPATH_TIPS_8	[Rescue the village to activate]
GROWPATH_TIPS_9	Get gifts from villagers
GROWPATH_TIPS_10	City appearance -- %s castle
GROWPATH_TIPS_11	Get top %d in %s or better Arena to activate
GROWPATH_TIPS_12	Rating
GROWPATH_TIPS_13	Complete the previous chapter to activate
GROWPATH_TIPS_14	Clear stage [%s.%s] to get
GROWPATH_TIPS_15	Clear stage [%s.%s] to rescue
GROWPATH_TIPS_16	Clear stage [%s.%s] to activate
GROWPATH_TIPS_17	Challenge and win to get:
GROWPATH_TIPS_18	Heroes must equip %s or better gear to challenge.
GROWPATH_TIPS_19	Stage progress insufficient
GROWPATH_TIPS_20	Complete the previous chapter to activate
GROWPATH_TIPS_21	Dragonite Bag
GROWPATH_TIPS_22	Treasure Details
GROWPATH_TIPS_23	Divine Book Details
GROWPATH_TIPS_24	Get Treasure %s
GROWPATH_BTN_UPGRADE	Quality Increased
STR_AUTO_TUPO_DESC	All talents Transcend to +%s
TASK_TIPS_1	Congrats on getting all achievements
TASK_TIPS_2	Bonus stats apply to all heroes
TASK_DESC_4	Total stat bonus
TASK_DESC_5	Congratulation 
TASK_DESC_6	All hero stat bonus
TASK_DESC_7	Join a team
TASK_PRIVILEGE_1	1 star perks:
TASK_PRIVILEGE_2	2 star perks:
TASK_PRIVILEGE_3	3 star perks:
TASK_PRIVILEGE_4	Daily Quests
TASK_PRIVILEGE_5	Promote
TASK_PRIVILEGE_6	Max level
STR_POSCANTOPEN_1	Unlocks at Lv.
FUNCTION_DESC_1	Clear
FUNCTION_DESC_2	Unlock
FUNCTION_DESC_3	Nearby Villages
VIP_SCENE_TEXT_1	Recharge another
VIP_SCENE_TEXT_2	to become
VIP_TEXT_ZS_1	Extra Gift
VIP_TEXT_ZS_2	Daily Gift
VIP_TEST_EXTRA_AWARD	VIP %d extra daily rewards
VIP_TEST_EXTRA_AWARD_TIP	Players can claim extra rewards from daily quests after reaching the designated VIP levels.
STR_PRIVILEGE_1	Perks
STR_GIFTS	VIP %d Exclusive Pack
HAD_BOUGHT	Purchased
VIP_PRIVILEGE	VIP Perks
PAY_1	Recharge
RECHARGE_DESC_1	Free
RECHARGE_DESC_3	(Permanent)
FWACT_ORIPRICE	Was:
DISCOUNT_PRICE	Now:
SIGN_OF_MONEY	$
ACTIVITY_MOONCARD_BUYBTN1	Buy
STR_NEED_VIP_1	VIP level too low!
TROOP_TEXT_MSG	No Notices
TROOP_INPUT_TIP	Enter team ID
TROOP_HALL_TEXT0	Current Stat Effect
TROOP_HALL_TEXT1	Daily Pack
TROOP_SET_TEXT1	Up to 12 characters
TROOP_SET_TEXT2	Up to 48 characters
TROOP_DISMISSTEAM_TEXT0	Leave Team
TROOP_DISMISSTEAM_TEXT1	Operation cannot be undone and will lead to the following difficulties.
TROOP_DISMISSTEAM_TEXT2	Cancel
TROOP_DISMISSTEAM_TEXT3	Confirm
TROOP_JOINAPPLY_TEXT0	Applications
TROOP_APPLY_TEXT	Applicants: %d
TROOP_APPLY_TEXT1	Clear Applications
TROOP_ACTIONS_TEXT0	Team Members
TROOP_SETMSG_TEXT	You can enter another %s characters
TROOP_AWRAD_TEXT	Team Lv. %s Reward
TROOP_APPLY_TEXT2	Required Lord Level
TROOP_APPLY_WAY1	Can\'t join
TROOP_APPLY_WAY2	Automatically join
TROOP_APPLY_WAY3	Apply to join
TROOP_APPLYLIST_TEXT	(Requires lord Lv.%d)
TROOP_CREATE_TIP101	Team name does not exist
TROOP_CREATE_TIP102	Part name already taken
TROOP_CREATE_TIP103	Only the leader can do that.
TROOP_CREATE_TIP104	Not enough currency
TROOP_CREATE_TIP105	You must have a name to create
TROOP_CREATE_TIP106	Request error
TROOP_CREATE_TIP107	Already in a team
TROOP_CREATE_TIP108	Lord level too low
TROOP_CREATE_TIP109	Member limit reached
TROOP_CREATE_TIP110	Already applied
TROOP_CREATE_TIP111	Rewards already claimed
TROOP_CREATE_TIP112	No impeachments proposed
TROOP_MISSION_TEXT2	Activate Crystal Ball %s
TROOP_MISSION_TEXT5	Activate
TROOP_MISSION_TEXT6	Refreshing Soon
TROOP_MISSION_TEXT7	Countdown: %s
TROOP_MISSION_TEXT8	Daily Activated Quests (%s/%s)
TROOP_MISSION_TEXT9	Confirm to Refresh
TROOP_MISSION_TEXT10	Immediately refresh activated quests
TROOP_MISSION_TEXT11	Confirm to Reset
TROOP_MISSION_TEXT12	Reset all non-activated quests
TROOP_MISSION_TEXT13	Team Chest
TROOP_CHATBOX_TEXT0	Team leader
TROOP_CHATBOX_TEXT1	Member
TROOP_CHATBOX_TEXT2	Joined the team.
TROOP_CHATBOX_TEXT3	Left the team.
TROOP_CHATBOX_TEXT4	Created the team.
TROOP_CHATBOX_TEXT5	No messages
TROOP_CHATBOX_TEXT6	Tap and hold to speak
TROOP_CHATBOX_TEXT7	Release to finish
TROOP_CHATBOX_TEXT8	Swipe to cancel
