技能Id	技能名称	技能说明	注释	技能类型	触发释放条件	目标选择时间类型	范围选择类型	直接选择目标类型	范围选择中心点类型	范围选择目标类型	目标偏移	是否显示范围	范围选择目标最大个数	扇形角度	圆形和扇形范围半径	矩形范围X1	矩形范围X2	矩形范围Y1	矩形范围Y2	施法动作	子弹Id	子弹延迟发射（ms）	子弹数量	子弹间隔时间毫秒	子弹发射类型	技能冒字	全屏头像	技能释放音效	技能受击音效	技能特效Id	技能特效Id2	受击特效	受击特效挂载点位置	受击特效渲染层级	特效循环次数	效果产生次数	效果产生延迟时间	效果产生间隔	效果类型(0没有效果，1普通效果，2真实伤害)	屏幕震动时间毫秒(只支持近战或者bulletType为2的技能)	震动强度横向	震动强度纵向	效果类型（1伤害，2加血）	是否显示数字	伤害类型（按武将类型，0物理，1魔法）	是否无视闪避	无视护甲万分比	无视技防万分比	附加暴击率万分比	附加吸血万分比	附加吸血固定值	抽怒万分比	消怒万分比	额外伤害类型	额外伤害值	伤害系数	召唤物ID	召唤物数量	召唤物死亡类型	存在时间（毫秒）	攻击次数	被攻击次数	召唤位置(1攻击者，2受攻击者，3技能的目标点)	召唤物出生相对位置1前方2后方	产生的buff	BUFF生效几率（万分比）	BUFF持续时间（毫秒）	施放者BUFF	释放者BUFF生效几率（万分比）	释放者BUFF持续时间（毫秒）	驱散效果(1驱散负面，2驱散正面，3驱散所有)	特殊处理	特殊脚本	脚本参数	技能喊话图片	技能icon	技能描述	技能参数	对比描述
88208	text_skill_200001_name_1	龙炎火雨8级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	7477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88209	text_skill_200001_name_1	龙炎火雨9级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	7838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88210	text_skill_200001_name_1	龙炎火雨10级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	8199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88211	text_skill_200001_name_1	龙炎火雨11级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	8560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88212	text_skill_200001_name_1	龙炎火雨12级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	8921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88213	text_skill_200001_name_1	龙炎火雨13级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	9282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88214	text_skill_200001_name_1	龙炎火雨14级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	9643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88215	text_skill_200001_name_1	龙炎火雨15级	军团龙boss	1	0	2	2	0	2	3	0	0	999	0	0	-1140	1140	-768	768	skill1	0	0	0	0	2	0	0	0	0	888	0	0	0	0	0	4	300	1000	1	3000	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	10004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	1.png	text_skill_200001_desc_1_0	0	0
88301	text_skill_200001_name_2	龙崖1级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	59400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88302	text_skill_200001_name_2	龙崖2级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	61586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88303	text_skill_200001_name_2	龙崖3级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	63772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88304	text_skill_200001_name_2	龙崖4级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	65958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88305	text_skill_200001_name_2	龙崖5级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	68144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88306	text_skill_200001_name_2	龙崖6级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	70330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88307	text_skill_200001_name_2	龙崖7级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	72516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88308	text_skill_200001_name_2	龙崖8级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	74702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88309	text_skill_200001_name_2	龙崖9级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	76888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88310	text_skill_200001_name_2	龙崖10级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	79074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88311	text_skill_200001_name_2	龙崖11级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	81260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88312	text_skill_200001_name_2	龙崖12级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	83446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88313	text_skill_200001_name_2	龙崖13级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	85632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88314	text_skill_200001_name_2	龙崖14级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	87818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
88315	text_skill_200001_name_2	龙崖15级	军团龙boss	1	0	2	1	60	0	0	0	0	7	0	0	0	0	0	0	skill2	0	0	0	0	2	0	0	0	0	0	0	skill_hlboss_01	3	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	5000	90004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.png	text_skill_200001_desc_2_0	0	0
10101	text_skill_dragonName_1	1级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10102	text_skill_dragonName_1	1级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10103	text_skill_dragonName_1	2级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	10319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10104	text_skill_dragonName_1	1级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	13702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10105	text_skill_dragonName_1	2级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	17701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10106	text_skill_dragonName_1	1级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	800	22315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10107	text_skill_dragonName_1	2级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	800	27545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10108	text_skill_dragonName_1	3级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	800	33389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10109	text_skill_dragonName_1	4级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	800	40772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10110	text_skill_dragonName_1	5级	火龙	1	0	2	2	0	1	3	150	0	999	0	0	-400	400	-75	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_huolong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	200	800	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	dragon_skill_1.png	text_skill_dragonDesc_1	s.coefficient.1./.100.%	0
10201	text_skill_dragonName_2	1级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	5	5	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10202	text_skill_dragonName_2	1级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	5	5	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10203	text_skill_dragonName_2	2级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	5	5	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	3268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10204	text_skill_dragonName_2	1级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10205	text_skill_dragonName_2	2级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	200	5605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10206	text_skill_dragonName_2	1级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	600	7067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10207	text_skill_dragonName_2	2级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	600	8723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10208	text_skill_dragonName_2	3级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	600	10573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10209	text_skill_dragonName_2	4级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	600	12911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10210	text_skill_dragonName_2	5级	祖龙	1	0	2	2	0	1	103	0	0	999	0	0	-150	150	-75	75	attack	0	0	0	0	2	0	0	media/effect/playerskill_zulong_atk.mp3	0	2001	2002	0	0	0	7	7	0	1000	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	400	600	15833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dragon_skill_2.png	text_skill_dragonDesc_2	s.effectTimes.1.0.0.0|s.coefficient.1./.100.%	0
10301	text_skill_dragonName_3	1级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4588	0	0	0	0	0	0	0	0	30001	10000	7800	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10302	text_skill_dragonName_3	1级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	6418	0	0	0	0	0	0	0	0	30001|31001	10000|10000	8600|5000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10303	text_skill_dragonName_3	2级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	8771	0	0	0	0	0	0	0	0	30001|31001	10000|10000	9400|5000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10304	text_skill_dragonName_3	1级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	11647	0	0	0	0	0	0	0	0	30001|32001	10000|10000	10200|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10305	text_skill_dragonName_3	2级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15046	0	0	0	0	0	0	0	0	30001|32001	10000|10000	11000|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10306	text_skill_dragonName_3	1级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	18968	0	0	0	0	0	0	0	0	30001|32001	10000|10000	11800|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10307	text_skill_dragonName_3	2级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	23413	0	0	0	0	0	0	0	0	30001|32001	10000|10000	12600|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10308	text_skill_dragonName_3	3级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	28381	0	0	0	0	0	0	0	0	30001|32001	10000|10000	13400|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10309	text_skill_dragonName_3	4级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	34656	0	0	0	0	0	0	0	0	30001|32001	10000|10000	14200|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10310	text_skill_dragonName_3	5级	冰龙	1	0	0	2	0	1	3	0	0	999	0	0	-300	400	-75	90	attack	104	0	1	0	2	0	0	media/effect/playerskill_binglong_atk.mp3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	42500	0	0	0	0	0	0	0	0	30001|32001	10000|10000	15000|10000	0	0	0	0	0	0	0	0	dragon_skill_3.png	text_skill_dragonDesc_3	s.coefficient.1./.100.%|b:1.attributeValue.1./.100.%|s.buffTime.1./.1000.s	0
10401	text_skill_dragonName_4	1级	仙女龙	1	0	2	2	0	1	103	0	0	999	0	0	-200	200	-100	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_lanlong_atk.mp3	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40001	10000	10000	0	0	0	0	0	0	0	0	dragon_skill_4.png	text_skill_dragonDesc_4	b.attributePercent.1./.100.%|s.buffTime.1./.1000.s	0
10402	text_skill_dragonName_4	1级	仙女龙	1	0	2	2	0	1	103	0	0	999	0	0	-200	200	-100	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_lanlong_atk.mp3	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40002|41001	10000|10000	10000|10000	0	0	0	0	0	0	0	0	dragon_skill_4.png	text_skill_dragonDesc_4	b:1.attributePercent.1./.100.%|s.buffTime.1./.1000.s	0
10403	text_skill_dragonName_4	2级	仙女龙	1	0	2	2	0	1	103	0	0	999	0	0	-200	200	-100	100	attack	0	0	0	0	2	0	0	media/effect/playerskill_lanlong_atk.mp3	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40003|41001	10000|10000	10000|10000	0	0	0	0	0	0	0	0	dragon_skill_4.png	text_skill_dragonDesc_4	b:1.attributePercent.1./.100.%|s.buffTime.1./.1000.s	0
