索引ID	注释1	描述	类型(1普通buff, 2光环buff)	buff模式(0:无类型，1:灼烧)	光环类型(1:不断的发送buff，并且出了范围就移除,2:只发送一次，除非发送的buff消失,出了范围不移除)	正负面(1负面2正面)	不可被驱散	是否受到负面抗性影响	效果类型(0没有效果，1普通伤害，2无视防御伤害，3召唤)	发送buffID	buff生效几率（万分比）	buff持续时间（毫秒）	范围选择目标类型(1英雄2士兵3所有单位)	范围	光环检测间隔时间(毫秒)	伤害类型（按武将类型，0物理，1魔法）	额外伤害类型	额外伤害值	伤害系数	发送第一次效果延迟时间(毫秒)	发送效果间隔时间(毫秒)	属性修改	属性值修改	属性百分比修改（万分比）	克制增幅0	克制增幅1	克制增幅2	克制增幅3	攻击吸血万分比	攻击吸血固定值	免疫负面物理效果	免疫负面魔法效果	免疫负面魔法次数	限制移动	限制普通攻击	限制释放技能	不受控制	反弹物理伤害万分比	改变技能组	变身资源名	变身资源类型	变身后缩放百分比	buff特效资源	buff特效类型(1只显示一次, 2循环特效)	buff特效挂载点(1上2中3下)	buff特效渲染层级(1上2下)	buff位置偏移	buff位置偏移1	buff特效资源1	buff特效类型(1只显示一次, 2循环特效)1	buff特效挂载点(1上2中3下)1	buff特效渲染层级(1上2下)1	buff位置偏移2	buff位置偏移3	特殊shader	隐藏飘字
600601	怒气回复光环1级	怒气回复光环	2	0	1	2	1	0	0	600602	10000	-1	101	2000	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_aura_haiyangzhiling1	2	3	2	0	0	0	0	0	0	0	0	0	1
600602	海洋之灵存在于场上时，全体己方英雄怒气回复速度提升10%1级	海洋之灵存在于场上时，全体己方英雄怒气回复速度提升10%	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
600603	治疗加强光环1级	治疗加强光环	2	0	1	2	1	0	0	600604	10000	-1	103	2000	1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
600604	海洋之灵存在于场上时，全体己方单位受到治疗效果提升20%1级	海洋之灵存在于场上时，全体己方单位受到治疗效果提升20%	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
600801	驯龙女巫释放技能有30%几率造成暴击1级	驯龙女巫释放技能有30%几率造成暴击	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10000201	减甲1级	被命中目标防御降低10%，持续10秒	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2|3	0|0	-1000|-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jianfang	2	1	1	0	0	0	0	0	0	0	0	0	1
40010101	战吼1级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	891|1931|1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010102	战吼2级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	956|2072|2072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010103	战吼3级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1021|2213|2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010104	战吼4级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1086|2354|2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010105	战吼5级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1151|2495|2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010106	战吼6级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1216|2636|2636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010107	战吼7级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1281|2777|2777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010108	战吼8级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1346|2918|2918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010109	战吼9级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1411|3059|3059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010110	战吼10级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1476|3200|3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010111	战吼11级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1541|3341|3341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010112	战吼12级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1606|3482|3482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010113	战吼13级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1671|3623|3623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010114	战吼14级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1736|3764|3764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40010115	战吼15级	攻击提升+护甲提升+技防提升	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	1801|3905|3905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xuefuzhanshi01	2	1	1	0	0	0	0	0	0	0	0	0	1
40040101	降低速度1级	降低速度	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	9	-5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiansu	2	2	1	0	0	0	0	0	0	0	0	0	1
50010101	树灵守护（持续加血，加护甲）1级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1052	0	857	2	0	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010102	树灵守护（持续加血，加护甲）2级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1129	0	857	2	0	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010103	树灵守护（持续加血，加护甲）3级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1206	0	857	2	0	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010104	树灵守护（持续加血，加护甲）4级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1283	0	857	2	0	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010105	树灵守护（持续加血，加护甲）5级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1360	0	857	2	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010106	树灵守护（持续加血，加护甲）6级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1437	0	857	2	0	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010107	树灵守护（持续加血，加护甲）7级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1514	0	857	2	0	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010108	树灵守护（持续加血，加护甲）8级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1591	0	857	2	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010109	树灵守护（持续加血，加护甲）9级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1668	0	857	2	0	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010110	树灵守护（持续加血，加护甲）10级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1745	0	857	2	0	3276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010111	树灵守护（持续加血，加护甲）11级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1822	0	857	2	0	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010112	树灵守护（持续加血，加护甲）12级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1899	0	857	2	0	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010113	树灵守护（持续加血，加护甲）13级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1976	0	857	2	0	3708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010114	树灵守护（持续加血，加护甲）14级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2053	0	857	2	0	3852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010115	树灵守护（持续加血，加护甲）15级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2130	0	857	2	0	3996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50010201	缠绕1级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2320	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010202	缠绕2级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2405	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010203	缠绕3级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2490	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010204	缠绕4级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2575	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010205	缠绕5级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2660	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010206	缠绕6级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2745	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010207	缠绕7级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2830	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010208	缠绕8级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2915	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010209	缠绕9级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3000	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010210	缠绕10级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3085	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010211	缠绕11级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3170	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010212	缠绕12级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3255	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010213	缠绕13级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3340	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010214	缠绕14级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3425	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50010215	缠绕15级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3510	0	666	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011101	树灵守护（持续加血，加护甲）1级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1052	0	857	2	0	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011102	树灵守护（持续加血，加护甲）2级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1129	0	857	2	0	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011103	树灵守护（持续加血，加护甲）3级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1206	0	857	2	0	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011104	树灵守护（持续加血，加护甲）4级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1283	0	857	2	0	2412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011105	树灵守护（持续加血，加护甲）5级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1360	0	857	2	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011106	树灵守护（持续加血，加护甲）6级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1437	0	857	2	0	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011107	树灵守护（持续加血，加护甲）7级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1514	0	857	2	0	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011108	树灵守护（持续加血，加护甲）8级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1591	0	857	2	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011109	树灵守护（持续加血，加护甲）9级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1668	0	857	2	0	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011110	树灵守护（持续加血，加护甲）10级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1745	0	857	2	0	3276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011111	树灵守护（持续加血，加护甲）11级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1822	0	857	2	0	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011112	树灵守护（持续加血，加护甲）12级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1899	0	857	2	0	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011113	树灵守护（持续加血，加护甲）13级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1976	0	857	2	0	3708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011114	树灵守护（持续加血，加护甲）14级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2053	0	857	2	0	3852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011115	树灵守护（持续加血，加护甲）15级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2130	0	857	2	0	3996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50011201	缠绕1级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2320	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011202	缠绕2级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2405	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011203	缠绕3级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2490	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011204	缠绕4级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2575	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011205	缠绕5级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2660	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011206	缠绕6级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2745	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011207	缠绕7级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2830	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011208	缠绕8级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2915	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011209	缠绕9级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3000	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011210	缠绕10级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3085	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011211	缠绕11级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3170	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011212	缠绕12级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3255	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011213	缠绕13级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3340	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011214	缠绕14级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3425	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50011215	缠绕15级	使对手无法移动，并造成持续伤害	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	3510	0	666	12	-1667	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	debuff_senyuguowang02	2	3	1	0	0	0	0	0	0	0	0	0	1
50012101	树灵守护（持续加血，加护甲）1级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1052	0	857	2	0	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
50012102	树灵守护（持续加血，加护甲）2级	持续恢复自身的血量	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1129	0	857	2	0	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_senyuguowang01_P	2	3	2	0	0	buff_senyuguowang01_T	2	3	1	0	0	0	1
