索引ID	出现商店类型（1-神将，2-商店，3-竞技场，4-爬塔，5-弃用黑市，6-国家商店, 7-跨服战商店,8-荣誉商店,9-军团商店	获得物品	组id	组权重（0为必出）	最低刷出等级	最高刷出等级	物品刷新权重	将魂消耗	货币权重	元宝消耗	货币权重1	金币消耗	货币权重2	军功消耗	货币权重3	军团币消耗	货币权重4	令牌消耗	货币权重5	军团战功消耗	货币权重6	千层塔币消耗	货币权重7	试练代币消耗	货币权重8	国战货币消耗	货币权重9	俸禄消耗	货币权重10
680	1	card.4405:1	680	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
681	1	card.4406:1	681	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
682	1	card.4407:1	682	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
683	1	card.4408:1	683	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
684	1	card.4409:1	684	35	91	100	1	user.soul:-1200	30	user.cash:-1200	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
685	1	card.5101:1	685	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686	1	card.5102:1	686	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	1	card.5201:1	687	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
688	1	card.5202:1	688	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
689	1	card.5301:1	689	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690	1	card.5302:1	690	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
691	1	card.5401:1	691	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692	1	card.5402:1	692	6	0	100	1	user.soul:-150	0	user.cash:-4500	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	1	user.gtoken:5	693	12834	0	100	1	user.soul:-150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
694	1	material.1:100	694	12834	0	100	1	user.soul:-150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
695	3	equip.5.0.1.0.1:1	695	2	0	100	2	0	0	0	0	0	0	user.arena:-600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
696	3	equip.5.0.1.0.2:1	696	2	0	100	2	0	0	0	0	0	0	user.arena:-600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
697	3	equip.5.0.1.0.3:1	697	2	0	100	2	0	0	0	0	0	0	user.arena:-600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
698	3	equip.5.0.1.0.4:1	698	2	0	100	2	0	0	0	0	0	0	user.arena:-600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
699	3	equip.5.0.1.0.5:1	699	2	0	100	2	0	0	0	0	0	0	user.arena:-600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	3	equip.5.0.1.0.6:1	700	2	0	100	2	0	0	0	0	0	0	user.arena:-600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
701	3	equip.5.0.3.0.1:1	701	2	0	100	2	0	0	0	0	0	0	user.arena:-3000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
702	3	equip.5.0.3.0.2:1	702	2	0	100	2	0	0	0	0	0	0	user.arena:-3000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	3	equip.5.0.3.0.3:1	703	2	0	100	2	0	0	0	0	0	0	user.arena:-3000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704	3	equip.5.0.3.0.4:1	704	2	0	100	2	0	0	0	0	0	0	user.arena:-3000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	3	equip.5.0.3.0.5:1	705	2	0	100	2	0	0	0	0	0	0	user.arena:-3000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
706	3	equip.5.0.3.0.6:1	706	2	0	100	2	0	0	0	0	0	0	user.arena:-3000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
707	4	card.4308:1	707	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
708	4	card.4309:1	708	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
709	4	card.4401:1	709	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	4	card.4402:1	710	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
711	4	card.4403:1	711	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	4	card.4404:1	712	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713	4	card.4405:1	713	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
714	4	card.4406:1	714	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
715	4	card.4407:1	715	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
716	4	card.4408:1	716	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717	4	card.4409:1	717	2	0	100	2	user.soul:-1600	50	user.cash:-1600	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
718	4	equip.4.0.0.0.0:1	718	80	0	100	80	0	0	user.cash:-25	80	user.gold:-10000	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
719	4	equip.5.0.2.0.0:1	719	5	0	100	5	0	0	user.cash:-75	85	user.gold:-30000	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	4	equip.4.1.0.0.0:1	720	15	0	100	15	0	0	user.cash:-50	90	user.gold:-20000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721	4	equip.5.0.0.0.0:1	721	1	0	100	1	0	0	user.cash:-100	95	user.gold:-40000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	4	equip.4.0.1.0.0:1	722	55	0	100	55	0	0	user.cash:-25	80	user.gold:-10000	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	4	equip.5.0.0.0.0:1	723	10	0	100	10	0	0	user.cash:-75	85	user.gold:-30000	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724	4	equip.4.1.0.0.0:1	724	30	0	100	30	0	0	user.cash:-50	90	user.gold:-20000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
725	4	equip.5.0.3.0.0:1	725	5	0	100	5	0	0	user.cash:-100	95	user.gold:-40000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
726	6	card.4308:1	726	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
727	6	card.4309:1	727	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728	6	card.4401:1	728	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	6	card.4402:1	729	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730	6	card.4403:1	730	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	6	card.4404:1	731	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	6	card.4405:1	732	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733	6	card.4406:1	733	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	6	card.4407:1	734	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	6	card.4408:1	735	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	6	card.4409:1	736	10	0	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	8	material.200027:10	737	150	0	100	4	0	0	0	0	0	0	0	0	0	0	user.token:-60	1	0	0	0	0	0	0	0	0	0	0
738	8	material.300001:100	738	200	0	100	4	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
739	8	material.200028:1	739	50	55	100	4	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
740	8	material.200029:1	740	50	60	100	2	0	0	0	0	0	0	0	0	0	0	user.token:-430	1	0	0	0	0	0	0	0	0	0	0
741	8	material.200030:1	741	50	65	100	2	0	0	0	0	0	0	0	0	0	0	user.token:-1150	1	0	0	0	0	0	0	0	0	0	0
742	8	material.200031:1	742	40	70	100	2	0	0	0	0	0	0	0	0	0	0	user.token:-1680	1	0	0	0	0	0	0	0	0	0	0
743	8	user.soul:100	743	50	0	100	2	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
744	8	material.200024:1	744	20	0	100	2	0	0	0	0	0	0	0	0	0	0	user.token:-50	1	0	0	0	0	0	0	0	0	0	0
745	8	material.200025:1	745	20	0	100	2	0	0	0	0	0	0	0	0	0	0	user.token:-120	1	0	0	0	0	0	0	0	0	0	0
746	8	material.200026:1	746	20	0	100	4	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
747	8	equip.5.1.1.0.2:1	747	25	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
748	8	equip.5.1.1.0.6:1	748	25	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
749	8	equip.5.1.1.0.3:1	749	25	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
750	8	equip.5.1.1.0.5:1	750	25	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
751	8	equip.5.1.1.0.1:1	751	25	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
752	8	equip.5.1.1.0.4:1	752	25	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
753	8	equip.5.0.1.0.2:1	753	33	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
754	8	equip.5.0.1.0.6:1	754	33	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
755	8	equip.5.0.1.0.3:1	755	33	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
756	8	equip.5.0.1.0.5:1	756	33	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
757	8	equip.5.0.1.0.1:1	757	33	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
758	8	equip.5.0.1.0.4:1	758	33	60	100	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
759	8	equip.5.0.1.0.2:1	759	33	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
760	8	equip.5.0.1.0.6:1	760	33	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
761	8	equip.5.0.1.0.3:1	761	33	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
762	8	equip.5.0.1.0.5:1	762	33	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
763	8	equip.5.0.1.0.1:1	763	33	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
764	8	equip.5.0.1.0.4:1	764	33	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-240	1	0	0	0	0	0	0	0	0	0	0
765	8	equip.5.1.1.0.2:1	765	25	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
766	8	equip.5.1.1.0.6:1	766	25	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
767	8	equip.5.1.1.0.3:1	767	25	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
768	8	equip.5.1.1.0.5:1	768	25	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
769	8	equip.5.1.1.0.1:1	769	25	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
770	8	equip.5.1.1.0.4:1	770	25	0	59	1	0	0	0	0	0	0	0	0	0	0	user.token:-360	1	0	0	0	0	0	0	0	0	0	0
771	9	fragment.4103:5	771	0	0	100	2	0	0	0	0	0	0	0	0	user.legion:-1000	1	0	0	0	0	0	0	0	0	0	0	0	0
772	9	fragment.4204:5	772	0	0	100	2	0	0	0	0	0	0	0	0	user.legion:-1000	1	0	0	0	0	0	0	0	0	0	0	0	0
773	9	material.200069:1	773	0	0	100	2	0	0	0	0	0	0	0	0	user.legion:-2000	1	0	0	0	0	0	0	0	0	0	0	0	0
774	9	material.300001:200	774	0	0	100	2	0	0	0	0	0	0	0	0	user.legion:-800	1	0	0	0	0	0	0	0	0	0	0	0	0
775	9	fragment.4407:5	775	0	0	100	2	0	0	0	0	0	0	0	0	user.legion:-1000	1	0	0	0	0	0	0	0	0	0	0	0	0
776	9	fragment.4307:5	776	0	0	100	2	0	0	0	0	0	0	0	0	user.legion:-1000	1	0	0	0	0	0	0	0	0	0	0	0	0
777	2	equip.4.0.0.0.2:1	777	1	1	9	64	0	0	user.cash:-2	0	user.gold:-1000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
778	2	equip.4.0.0.0.6:1	778	1	1	9	64	0	0	user.cash:-2	0	user.gold:-1000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
779	2	equip.4.0.0.0.3:1	779	1	1	9	128	0	0	user.cash:-2	0	user.gold:-1000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780	2	equip.4.0.0.0.5:1	780	1	1	9	128	0	0	user.cash:-2	0	user.gold:-1000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
781	2	equip.4.0.0.0.1:1	781	1	1	9	128	0	0	user.cash:-2	0	user.gold:-1000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	2	equip.4.0.0.0.4:1	782	1	1	9	128	0	0	user.cash:-2	0	user.gold:-1000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783	2	equip.5.0.0.0.2:1	783	1100	1	9	16	0	0	user.cash:-4	0	user.gold:-2000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784	2	equip.5.0.0.0.6:1	784	1100	1	9	16	0	0	user.cash:-4	0	user.gold:-2000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785	2	equip.5.0.0.0.3:1	785	1100	1	9	32	0	0	user.cash:-4	0	user.gold:-2000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
786	2	equip.5.0.0.0.5:1	786	1100	1	9	32	0	0	user.cash:-4	0	user.gold:-2000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787	2	equip.5.0.0.0.1:1	787	1100	1	9	32	0	0	user.cash:-4	0	user.gold:-2000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	2	equip.5.0.0.0.4:1	788	1100	1	9	32	0	0	user.cash:-4	0	user.gold:-2000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
789	2	equip.4.1.0.0.2:1	789	1	1	9	16	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790	2	equip.4.1.0.0.6:1	790	1	1	9	16	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
791	2	equip.4.1.0.0.3:1	791	1	1	9	32	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792	2	equip.4.1.0.0.5:1	792	1	1	9	32	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
793	2	equip.4.1.0.0.1:1	793	1	1	9	32	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794	2	equip.4.1.0.0.4:1	794	1	1	9	32	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
795	2	equip.5.1.0.0.2:1	795	900	1	9	4	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
796	2	equip.5.1.0.0.6:1	796	900	1	9	4	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	2	equip.5.1.0.0.3:1	797	900	1	9	8	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
798	2	equip.5.1.0.0.5:1	798	900	1	9	8	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	2	equip.5.1.0.0.1:1	799	900	1	9	8	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	2	equip.5.1.0.0.4:1	800	900	1	9	8	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
801	2	equip.4.0.0.0.2:1	801	1	10	19	35	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
802	2	equip.4.0.0.0.6:1	802	1	10	19	35	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	2	equip.4.0.0.0.3:1	803	1	10	19	70	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804	2	equip.4.0.0.0.5:1	804	1	10	19	70	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
805	2	equip.4.0.0.0.1:1	805	1	10	19	70	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
806	2	equip.4.0.0.0.4:1	806	1	10	19	70	0	0	user.cash:-6	0	user.gold:-1500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807	2	equip.5.0.0.0.2:1	807	1800	10	19	15	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
808	2	equip.5.0.0.0.6:1	808	1800	10	19	15	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	2	equip.5.0.0.0.3:1	809	1800	10	19	30	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	2	equip.5.0.0.0.5:1	810	1800	10	19	30	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811	2	equip.5.0.0.0.1:1	811	1800	10	19	30	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
812	2	equip.5.0.0.0.4:1	812	1800	10	19	30	0	0	user.cash:-10	0	user.gold:-3000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
813	2	equip.4.1.0.0.2:1	813	1	10	19	14	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
814	2	equip.4.1.0.0.6:1	814	1	10	19	14	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	2	equip.4.1.0.0.3:1	815	1	10	19	28	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	2	equip.4.1.0.0.5:1	816	1	10	19	28	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	2	equip.4.1.0.0.1:1	817	1	10	19	28	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	2	equip.4.1.0.0.4:1	818	1	10	19	28	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
819	2	equip.5.1.0.0.2:1	819	1200	10	19	6	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	2	equip.5.1.0.0.6:1	820	1200	10	19	6	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	2	equip.5.1.0.0.3:1	821	1200	10	19	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822	2	equip.5.1.0.0.5:1	822	1200	10	19	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	2	equip.5.1.0.0.1:1	823	1200	10	19	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	2	equip.5.1.0.0.4:1	824	1200	10	19	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
825	2	equip.4.0.0.0.2:1	825	1	20	29	18	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
826	2	equip.4.0.0.0.6:1	826	1	20	29	18	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	2	equip.4.0.0.0.3:1	827	1	20	29	36	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
828	2	equip.4.0.0.0.5:1	828	1	20	29	36	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	2	equip.4.0.0.0.1:1	829	1	20	29	36	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	2	equip.4.0.0.0.4:1	830	1	20	29	36	0	0	user.cash:-10	0	user.gold:-2500	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	2	equip.5.0.0.0.2:1	831	2600	20	29	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
832	2	equip.5.0.0.0.6:1	832	2600	20	29	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
833	2	equip.5.0.0.0.3:1	833	2600	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
834	2	equip.5.0.0.0.5:1	834	2600	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
835	2	equip.5.0.0.0.1:1	835	2600	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
836	2	equip.5.0.0.0.4:1	836	2600	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
837	2	equip.4.1.0.0.2:1	837	1	20	29	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838	2	equip.4.1.0.0.6:1	838	1	20	29	12	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
839	2	equip.4.1.0.0.3:1	839	1	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840	2	equip.4.1.0.0.5:1	840	1	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
841	2	equip.4.1.0.0.1:1	841	1	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
842	2	equip.4.1.0.0.4:1	842	1	20	29	24	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
843	2	equip.5.1.0.0.2:1	843	1400	20	29	8	0	0	user.cash:-40	0	user.gold:-10000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
844	2	equip.5.1.0.0.6:1	844	1400	20	29	8	0	0	user.cash:-40	0	user.gold:-10000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
845	2	equip.5.1.0.0.3:1	845	1400	20	29	16	0	0	user.cash:-40	0	user.gold:-10000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846	2	equip.5.1.0.0.5:1	846	1400	20	29	16	0	0	user.cash:-40	0	user.gold:-10000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	2	equip.5.1.0.0.1:1	847	1400	20	29	16	0	0	user.cash:-40	0	user.gold:-10000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
848	2	equip.5.1.0.0.4:1	848	1400	20	29	16	0	0	user.cash:-40	0	user.gold:-10000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849	2	equip.4.0.0.0.2:1	849	1	30	39	20	0	0	user.cash:-20	0	user.gold:-5000	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
