关卡ID	战斗ID	挑战限制	限制参数	首通奖励
106103	1100613	level	151	user.gold:330000,user.hero_exp:460000,material.1:50
106104	1100614	level	151	user.gold:350000,user.hero_exp:480000,material.1:50
106105	1100615	level	151	user.gold:370000,user.hero_exp:510000,material.1:50
106200	1100620	level	151	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
106201	1100621	level	151	user.gold:390000,user.hero_exp:530000,material.1:50
106202	1100622	level	151	user.gold:400000,user.hero_exp:550000,material.1:50
106203	1100623	level	151	user.gold:420000,user.hero_exp:580000,material.1:50
106204	1100624	level	151	user.gold:440000,user.hero_exp:600000,material.1:50
106205	1100625	level	151	user.gold:460000,user.hero_exp:630000,material.1:50
106300	1100630	level	151	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
106301	1100631	level	151	user.gold:470000,user.hero_exp:650000,material.1:50
106302	1100632	level	151	user.gold:490000,user.hero_exp:670000,material.1:50
106303	1100633	level	151	user.gold:510000,user.hero_exp:700000,material.1:50
106304	1100634	level	151	user.gold:520000,user.hero_exp:720000,material.1:50
106305	1100635	level	151	user.gold:540000,user.hero_exp:750000,material.1:50
106400	1100640	level	151	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
106401	1100641	level	151	user.gold:560000,user.hero_exp:770000,material.1:50
106402	1100642	level	151	user.gold:580000,user.hero_exp:790000,material.1:50
106403	1100643	level	151	user.gold:590000,user.hero_exp:820000,material.1:50
106404	1100644	level	151	user.gold:610000,user.hero_exp:840000,material.1:50
106405	1100645	level	151	user.gold:630000,user.hero_exp:870000,material.1:50
106500	1100650	level	152	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
106501	1100651	level	152	user.gold:300000,user.hero_exp:410000,material.1:50
106502	1100652	level	152	user.gold:320000,user.hero_exp:430000,material.1:50
106503	1100653	level	152	user.gold:330000,user.hero_exp:460000,material.1:50
106504	1100654	level	152	user.gold:350000,user.hero_exp:480000,material.1:50
106505	1100655	level	152	user.gold:370000,user.hero_exp:510000,material.1:50
106600	1100660	level	152	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
106601	1100661	level	152	user.gold:390000,user.hero_exp:530000,material.1:50
106602	1100662	level	152	user.gold:400000,user.hero_exp:550000,material.1:50
106603	1100663	level	152	user.gold:420000,user.hero_exp:580000,material.1:50
106604	1100664	level	152	user.gold:440000,user.hero_exp:600000,material.1:50
106605	1100665	level	152	user.gold:460000,user.hero_exp:630000,material.1:50
106700	1100670	level	152	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
106701	1100671	level	152	user.gold:470000,user.hero_exp:650000,material.1:50
106702	1100672	level	152	user.gold:490000,user.hero_exp:670000,material.1:50
106703	1100673	level	152	user.gold:510000,user.hero_exp:700000,material.1:50
106704	1100674	level	152	user.gold:520000,user.hero_exp:720000,material.1:50
106705	1100675	level	152	user.gold:540000,user.hero_exp:750000,material.1:50
106800	1100680	level	152	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
106801	1100681	level	152	user.gold:560000,user.hero_exp:770000,material.1:50
106802	1100682	level	152	user.gold:580000,user.hero_exp:790000,material.1:50
106803	1100683	level	152	user.gold:590000,user.hero_exp:820000,material.1:50
106804	1100684	level	152	user.gold:610000,user.hero_exp:840000,material.1:50
106805	1100685	level	152	user.gold:630000,user.hero_exp:870000,material.1:50
106900	1100690	level	153	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
106901	1100691	level	153	user.gold:300000,user.hero_exp:410000,material.1:50
106902	1100692	level	153	user.gold:320000,user.hero_exp:430000,material.1:50
106903	1100693	level	153	user.gold:330000,user.hero_exp:460000,material.1:50
106904	1100694	level	153	user.gold:350000,user.hero_exp:480000,material.1:50
106905	1100695	level	153	user.gold:370000,user.hero_exp:510000,material.1:50
107000	1100700	level	153	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
107001	1100701	level	153	user.gold:390000,user.hero_exp:530000,material.1:50
107002	1100702	level	153	user.gold:400000,user.hero_exp:550000,material.1:50
107003	1100703	level	153	user.gold:420000,user.hero_exp:580000,material.1:50
107004	1100704	level	153	user.gold:440000,user.hero_exp:600000,material.1:50
107005	1100705	level	153	user.gold:460000,user.hero_exp:630000,material.1:50
107100	1100710	level	153	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
107101	1100711	level	153	user.gold:470000,user.hero_exp:650000,material.1:50
107102	1100712	level	153	user.gold:490000,user.hero_exp:670000,material.1:50
107103	1100713	level	153	user.gold:510000,user.hero_exp:700000,material.1:50
107104	1100714	level	153	user.gold:520000,user.hero_exp:720000,material.1:50
107105	1100715	level	153	user.gold:540000,user.hero_exp:750000,material.1:50
107200	1100720	level	153	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
107201	1100721	level	153	user.gold:560000,user.hero_exp:770000,material.1:50
107202	1100722	level	153	user.gold:580000,user.hero_exp:790000,material.1:50
107203	1100723	level	153	user.gold:590000,user.hero_exp:820000,material.1:50
107204	1100724	level	153	user.gold:610000,user.hero_exp:840000,material.1:50
107205	1100725	level	153	user.gold:630000,user.hero_exp:870000,material.1:50
107300	1100730	level	154	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
107301	1100731	level	154	user.gold:300000,user.hero_exp:410000,material.1:50
107302	1100732	level	154	user.gold:320000,user.hero_exp:430000,material.1:50
107303	1100733	level	154	user.gold:330000,user.hero_exp:460000,material.1:50
107304	1100734	level	154	user.gold:350000,user.hero_exp:480000,material.1:50
107305	1100735	level	154	user.gold:370000,user.hero_exp:510000,material.1:50
107400	1100740	level	154	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
107401	1100741	level	154	user.gold:390000,user.hero_exp:530000,material.1:50
107402	1100742	level	154	user.gold:400000,user.hero_exp:550000,material.1:50
107403	1100743	level	154	user.gold:420000,user.hero_exp:580000,material.1:50
107404	1100744	level	154	user.gold:440000,user.hero_exp:600000,material.1:50
107405	1100745	level	154	user.gold:460000,user.hero_exp:630000,material.1:50
107500	1100750	level	154	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
107501	1100751	level	154	user.gold:470000,user.hero_exp:650000,material.1:50
107502	1100752	level	154	user.gold:490000,user.hero_exp:670000,material.1:50
107503	1100753	level	154	user.gold:510000,user.hero_exp:700000,material.1:50
107504	1100754	level	154	user.gold:520000,user.hero_exp:720000,material.1:50
107505	1100755	level	154	user.gold:540000,user.hero_exp:750000,material.1:50
107600	1100760	level	154	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
107601	1100761	level	154	user.gold:560000,user.hero_exp:770000,material.1:50
107602	1100762	level	154	user.gold:580000,user.hero_exp:790000,material.1:50
107603	1100763	level	154	user.gold:590000,user.hero_exp:820000,material.1:50
107604	1100764	level	154	user.gold:610000,user.hero_exp:840000,material.1:50
107605	1100765	level	154	user.gold:630000,user.hero_exp:870000,material.1:50
107700	1100770	level	155	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
107701	1100771	level	155	user.gold:300000,user.hero_exp:410000,material.1:50
107702	1100772	level	155	user.gold:320000,user.hero_exp:430000,material.1:50
107703	1100773	level	155	user.gold:330000,user.hero_exp:460000,material.1:50
107704	1100774	level	155	user.gold:350000,user.hero_exp:480000,material.1:50
107705	1100775	level	155	user.gold:370000,user.hero_exp:510000,material.1:50
107800	1100780	level	155	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
107801	1100781	level	155	user.gold:390000,user.hero_exp:530000,material.1:50
107802	1100782	level	155	user.gold:400000,user.hero_exp:550000,material.1:50
107803	1100783	level	155	user.gold:420000,user.hero_exp:580000,material.1:50
107804	1100784	level	155	user.gold:440000,user.hero_exp:600000,material.1:50
107805	1100785	level	155	user.gold:460000,user.hero_exp:630000,material.1:50
107900	1100790	level	155	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
107901	1100791	level	155	user.gold:470000,user.hero_exp:650000,material.1:50
107902	1100792	level	155	user.gold:490000,user.hero_exp:670000,material.1:50
107903	1100793	level	155	user.gold:510000,user.hero_exp:700000,material.1:50
107904	1100794	level	155	user.gold:520000,user.hero_exp:720000,material.1:50
107905	1100795	level	155	user.gold:540000,user.hero_exp:750000,material.1:50
108000	1100800	level	155	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
108001	1100801	level	155	user.gold:560000,user.hero_exp:770000,material.1:50
108002	1100802	level	155	user.gold:580000,user.hero_exp:790000,material.1:50
108003	1100803	level	155	user.gold:590000,user.hero_exp:820000,material.1:50
108004	1100804	level	155	user.gold:610000,user.hero_exp:840000,material.1:50
108005	1100805	level	155	user.gold:630000,user.hero_exp:870000,material.1:50
108100	1100810	level	156	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
108101	1100811	level	156	user.gold:300000,user.hero_exp:410000,material.1:50
108102	1100812	level	156	user.gold:320000,user.hero_exp:430000,material.1:50
108103	1100813	level	156	user.gold:330000,user.hero_exp:460000,material.1:50
108104	1100814	level	156	user.gold:350000,user.hero_exp:480000,material.1:50
108105	1100815	level	156	user.gold:370000,user.hero_exp:510000,material.1:50
108200	1100820	level	156	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
108201	1100821	level	156	user.gold:390000,user.hero_exp:530000,material.1:50
108202	1100822	level	156	user.gold:400000,user.hero_exp:550000,material.1:50
108203	1100823	level	156	user.gold:420000,user.hero_exp:580000,material.1:50
108204	1100824	level	156	user.gold:440000,user.hero_exp:600000,material.1:50
108205	1100825	level	156	user.gold:460000,user.hero_exp:630000,material.1:50
108300	1100830	level	156	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
108301	1100831	level	156	user.gold:470000,user.hero_exp:650000,material.1:50
108302	1100832	level	156	user.gold:490000,user.hero_exp:670000,material.1:50
108303	1100833	level	156	user.gold:510000,user.hero_exp:700000,material.1:50
108304	1100834	level	156	user.gold:520000,user.hero_exp:720000,material.1:50
108305	1100835	level	156	user.gold:540000,user.hero_exp:750000,material.1:50
108400	1100840	level	156	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
108401	1100841	level	156	user.gold:560000,user.hero_exp:770000,material.1:50
108402	1100842	level	156	user.gold:580000,user.hero_exp:790000,material.1:50
108403	1100843	level	156	user.gold:590000,user.hero_exp:820000,material.1:50
108404	1100844	level	156	user.gold:610000,user.hero_exp:840000,material.1:50
108405	1100845	level	156	user.gold:630000,user.hero_exp:870000,material.1:50
108500	1100850	level	157	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
108501	1100851	level	157	user.gold:300000,user.hero_exp:410000,material.1:50
108502	1100852	level	157	user.gold:320000,user.hero_exp:440000,material.1:50
108503	1100853	level	157	user.gold:340000,user.hero_exp:460000,material.1:50
108504	1100854	level	157	user.gold:350000,user.hero_exp:480000,material.1:50
108505	1100855	level	157	user.gold:370000,user.hero_exp:510000,material.1:50
108600	1100860	level	157	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
108601	1100861	level	157	user.gold:390000,user.hero_exp:530000,material.1:50
108602	1100862	level	157	user.gold:400000,user.hero_exp:550000,material.1:50
108603	1100863	level	157	user.gold:420000,user.hero_exp:580000,material.1:50
108604	1100864	level	157	user.gold:440000,user.hero_exp:600000,material.1:50
108605	1100865	level	157	user.gold:460000,user.hero_exp:630000,material.1:50
108700	1100870	level	157	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
108701	1100871	level	157	user.gold:470000,user.hero_exp:650000,material.1:50
108702	1100872	level	157	user.gold:490000,user.hero_exp:670000,material.1:50
108703	1100873	level	157	user.gold:510000,user.hero_exp:700000,material.1:50
108704	1100874	level	157	user.gold:530000,user.hero_exp:720000,material.1:50
108705	1100875	level	157	user.gold:540000,user.hero_exp:750000,material.1:50
108800	1100880	level	157	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
108801	1100881	level	157	user.gold:560000,user.hero_exp:770000,material.1:50
108802	1100882	level	157	user.gold:580000,user.hero_exp:790000,material.1:50
108803	1100883	level	157	user.gold:600000,user.hero_exp:820000,material.1:50
108804	1100884	level	157	user.gold:610000,user.hero_exp:840000,material.1:50
108805	1100885	level	157	user.gold:630000,user.hero_exp:870000,material.1:50
108900	1100890	level	158	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
108901	1100891	level	158	user.gold:300000,user.hero_exp:410000,material.1:50
108902	1100892	level	158	user.gold:320000,user.hero_exp:440000,material.1:50
108903	1100893	level	158	user.gold:340000,user.hero_exp:460000,material.1:50
108904	1100894	level	158	user.gold:350000,user.hero_exp:480000,material.1:50
108905	1100895	level	158	user.gold:370000,user.hero_exp:510000,material.1:50
109000	1100900	level	158	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
109001	1100901	level	158	user.gold:390000,user.hero_exp:530000,material.1:50
109002	1100902	level	158	user.gold:400000,user.hero_exp:550000,material.1:50
109003	1100903	level	158	user.gold:420000,user.hero_exp:580000,material.1:50
109004	1100904	level	158	user.gold:440000,user.hero_exp:600000,material.1:50
109005	1100905	level	158	user.gold:460000,user.hero_exp:630000,material.1:50
109100	1100910	level	158	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
109101	1100911	level	158	user.gold:470000,user.hero_exp:650000,material.1:50
109102	1100912	level	158	user.gold:490000,user.hero_exp:670000,material.1:50
109103	1100913	level	158	user.gold:510000,user.hero_exp:700000,material.1:50
109104	1100914	level	158	user.gold:530000,user.hero_exp:720000,material.1:50
109105	1100915	level	158	user.gold:540000,user.hero_exp:750000,material.1:50
109200	1100920	level	158	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
109201	1100921	level	158	user.gold:560000,user.hero_exp:770000,material.1:50
109202	1100922	level	158	user.gold:580000,user.hero_exp:790000,material.1:50
109203	1100923	level	158	user.gold:600000,user.hero_exp:820000,material.1:50
109204	1100924	level	158	user.gold:610000,user.hero_exp:840000,material.1:50
109205	1100925	level	158	user.gold:630000,user.hero_exp:870000,material.1:50
109300	1100930	level	159	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
109301	1100931	level	159	user.gold:300000,user.hero_exp:410000,material.1:50
109302	1100932	level	159	user.gold:320000,user.hero_exp:440000,material.1:50
109303	1100933	level	159	user.gold:340000,user.hero_exp:460000,material.1:50
109304	1100934	level	159	user.gold:350000,user.hero_exp:480000,material.1:50
109305	1100935	level	159	user.gold:370000,user.hero_exp:510000,material.1:50
109400	1100940	level	159	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
