Key	文本内容
text_av_follow_rewards_title_2	Like Eyougame Page & Get Reward
text_av_follow_rewards_title_3	Follow our Instagram & Get Reward
text_av_follow_rewards_title_4	Follow Official Youtube & Get Reward
text_customType_1	普通
text_customType_2	精英
text_customType_3	困難
text_customType_4	噩夢
text_customType_5	地獄
text_exploreBoss_1	史詩哥布林
text_exploreBoss_2	神話哥布林
text_exploreBoss_3	遠古哥布林
text_exploreTask_1	尋找突破石
text_exploreTask_2	尋找經驗藥水
text_exploreTask_3	尋找寶石袋
text_exploreTask_4	尋找金幣
text_exploreTask_5	尋找星紋卷軸
text_exploreTask_6	尋找高級寶石袋
text_exploreTask_7	尋找覺醒神石碎片
text_exploreTask_8	尋找遠古魂晶
text_tavern_1	平凡的招募
text_tavern_2	奢華的招募
text_trial_1	橫線
text_trial_2	豎線
text_trial_3	斜線
text_trial_4	所有的食物都不相同
text_trial_5	探索途中偶遇神秘商人，可在奇遇中購買其販賣的道具
text_trial_6	遭遇強敵，可在奇遇中與之戰鬥獲得獎勵
text_trial_7	獲得神秘寶藏
text_trial_crackpotName1	弱小怪物
text_trial_crackpotName2	普通怪物
text_trial_crackpotName3	強大怪物
text_trial_merchantName1	煉金商人
text_trial_merchantName2	神秘商人
text_customPrincessDesc1	快速找到巨龍，觀察公主情況
text_customPrincessDesc2	繼續找到巨龍，觀察巨龍習性
text_customPrincessDesc3	找到巨龍，進行試探性營救
text_customPrincessDesc4	跟上巨龍，等待巨龍降低警惕
text_customPrincessDesc5	做好充足準備，救出公主
text_customCave_1	王者寶箱碎片
text_customCave_2	骰子
text_customCave_3	金幣堆
text_customCave_4	一個碎片
text_customCave_5	一個骰子
text_customCave_6	一堆金幣
text_customAreaName_1	冒險者大陸
text_customAreaName_2	死亡荒漠
text_customAreaName_3	冰封雪原
text_customAreaName_4	禁忌森林
text_customAreaName_5	極寒冰域
text_customAreaName_6	龍島外圍
text_customAreaName_7	龍島內部
text_customAreaName_8	深淵上層
text_customAreaName_9	深淵中層
text_customAreaName_10	深淵下層
text_customAreaName_11	龍語大陸
text_customName_1	1.遭受海難
text_customName_2	2.海盜洗劫
text_customName_3	3.海盜之窩
text_customName_4	4.流竄的海盜
text_customName_5	5.經驗累計
text_customName_6	6.主城堡
text_customName_7	7.強化大師
text_customName_8	8.前方的路
text_customName_9	9.大本營
text_customName_10	10.新的挑戰
text_customName_11	11.信仰巨龍
text_customName_12	12.巨龍傳說
text_customName_13	13.前往探尋
text_customName_14	14.新的開始
text_customName_15	15.挑戰的前奏
text_customName_16	16.兇惡劫匪
text_customName_17	17.不堪的勝利
text_customName_18	18.祖龍的治愈
text_customName_19	19.新的挑戰
text_customName_20	20.遭遇馬匪
text_customName_21	21.平民的祝福
text_customName_22	22.寶藏的氣息
text_customName_23	23.競技場
text_customName_24	24.決鬥的渴望
text_customName_25	25.新的前方
text_customName_26	26.夥伴的呼喚
text_customName_27	27.營救夥伴
text_customName_28	28.沙漠的流寇
text_customName_29	29.巨龍遺骸
text_customName_30	30.歷史的風沙
text_customName_31	31.詭異的電芒
text_customName_32	32.狂暴的電龍
text_customName_33	33.新的歷程
text_customName_34	34.大雪原
text_customName_35	35.雪原的呼救
text_customName_36	36.冰雪世界
text_customName_37	37.寒流河
text_customName_38	38.橋頭遭遇
text_customName_39	39.閃亮的鑰匙
text_customName_40	40.雪原山頭
text_customName_41	41.奪得鑰匙
text_customName_42	42.勝利的獎賞
text_customName_43	43.祝福的歌聲
text_customName_44	44.接受指引
text_customName_45	45.冰龍傳說
text_customName_46	46.冰之力量
text_customName_47	47.福澤之地
text_customName_48	48.羅達森林
text_customName_49	49.迪丹湖
text_customName_50	50.兒特高地
text_customName_51	51.特西堡
text_customName_52	52.達帕郡
text_customName_53	53.迪亞高地
text_customName_54	54.辛雅沼澤
text_customName_55	55.新特峽穀
text_customName_56	56.裡路沼澤
text_customName_57	57.拉福森林
text_customName_58	58.格拉森林
text_customName_59	59.來勒城
text_customName_60	60.亞哈堡
text_customName_61	61.葉多沙漠
text_customName_62	62.吉科郡
text_customName_63	63.科夫峽穀
text_customName_64	64.旺馬島
text_customName_65	65.福哈堡
text_customName_66	66.克瓜江
text_customName_67	67.沃拉江
text_customName_68	68.爾蘇沙漠
text_customName_69	69.大斯江
text_customName_70	70.那克郡
text_customName_71	71.瑪答島
text_customName_72	72.魯德城
text_customName_73	73.太卡城
text_customName_74	74.裡達城
text_customName_75	75.拉尼沼澤
text_customName_76	76.蘭西州
text_customName_77	77.松萊丘陵
text_customName_78	78.加馬山穀
text_customName_79	79.倫阿沙漠
text_customName_80	80.波阿高地
text_customName_81	81.斯木江
text_customName_82	82.西來堡
text_customName_83	83.瓜亞沼澤
text_customName_84	84.哥航府
text_customName_85	85.焦爾村
text_customName_86	86.內紐湖
text_customName_87	87.賽亞峽穀
text_customName_88	88.涵厄湖
text_customName_89	89.耶拉島
text_customName_90	90.特加郡
text_customName_91	91.瓦峰沼澤
text_customName_92	92.米霍府
text_customName_93	93.科港村
text_customName_94	94.拉懷州
text_customName_95	95.安爾府
text_customName_96	96.非爾丘陵
text_customName_97	97.文迪沙漠
text_customName_98	98.杜達峽穀
text_customName_99	99.特薩湖
text_customName_100	100.法巴湖
text_customName_101	101.爾馬湖
text_customName_102	102.亞尼峽穀
text_customName_103	103.洪拉港
text_customName_104	104.塞印江
text_customName_105	105.拉南州
text_customName_106	106.明徹湖
text_customName_107	107.澳爾海域
text_customName_108	108.北阿堡
text_customName_109	109.林特堡
text_customName_110	110.斯他山脈
text_customName_111	111.汪爾島
text_customName_112	112.福哥高地
text_customName_113	113.紐馬海域
text_customName_114	114.新納府
text_customName_115	115.美普海域
text_customName_116	116.比斯河
text_customName_117	117.納德堡
text_customName_118	118.長拉峽穀
text_customName_119	119.胡嘎峽穀
text_customName_120	120.平科城
text_customName_121	121.金韓府
text_customName_122	122.迪拉沙漠
text_customName_123	123.翁徹湖
text_customName_124	124.蛇朗城
text_customName_125	125.爾蘭河
text_customName_126	126.達馬郡
text_customName_127	127.求埔河
text_customName_128	128.霍伊府
text_customName_129	129.蘭特郡
text_customName_130	130.斯亞堡
text_customName_131	131.加利河
text_customName_132	132.巴拉城
text_customName_133	133.璜金森林
text_customName_134	134.迪恩江
text_customName_135	135.巴吉城
text_customName_136	136.斯美郡
text_customName_137	137.爾施堡
text_customName_138	138.達港山脈
text_customName_139	139.馬阿山脈
text_customName_140	140.木裡海域
text_customName_141	141.聖姆高地
text_customName_142	142.列多村
text_customName_143	143.各托州
text_customName_144	144.裡拉河
text_customName_145	145.布洛海域
text_customName_146	146.拉布城
text_customName_147	147.那加州
text_customName_148	148.維庫島
text_customName_149	149.科家海域
text_customName_150	150.度拉江
text_customDesc_1	貪婪的大章魚藏身於海面之下不斷襲擊來往的船只，聽聞幸存者十之一二。
text_customDesc_2	僥幸逃脫海難的幸存者在這裡成為了最受歡迎的人，往往在他們筋疲力竭時將會被洗劫一空。
text_customDesc_3	你的到來徹底激怒了海盜的頭子—海盜屠夫，他決定親自處理像你這樣的麻煩。
text_customDesc_4	海盜頭子的屈服並不代表著你的前路一帆風順，四處流竄的流匪依然阻撓著你的前行。
text_customDesc_5	面對海盜劫匪的挑戰，你將會變得越來越得心應手，隨著不停的戰鬥，你的部隊將會越來越強大。
text_customDesc_6	連遭厄運的你看見了前方城堡，頓時雀躍，因為你實在太懷念那酒館中散發的香味。
text_customDesc_7	在酒館新相識的夥伴一臉嫌棄的看著你手中的武器，決定帶你去見見武器強化大師。
text_customDesc_8	據夥伴講述，這是一片弱肉強食的世界，到處充斥著巨龍、劫匪與海盜，你可得當心啦。
text_customDesc_9	當然危險也伴隨機遇，眼這個山洞被一片密林所圍繞，而擊敗密林中的小怪可獲得不菲的賞金與經驗。
text_customDesc_10	巨額賞金使得探險家的精神再次在你身上得到了體現，你決心去探索巨龍的傳說。
text_customDesc_11	在夥伴的帶領下，你向著巨龍的傳說前行，聽聞信仰巨龍的人們在前方守護著巨龍不被凡人打擾。
text_customDesc_12	巨龍的守護者們否決了你的想法，認為弱者無權擁有巨龍的秘密，不過你卻試著改變他們的看法。
text_customDesc_13	正沉浸在獲取巨龍技能喜悅中的你，聽見了前方的村莊中傳出呼救聲。
text_customDesc_14	在愉快的收下了村民們的饋贈後，你開始了新的旅程，但你知道前路必定兇險。
text_customDesc_15	可怕的章魚仿佛在等待著什麼，不過最吸引你的還是它懷中那金閃閃的大寶箱。
text_customDesc_16	在戰鬥中，火龍的怒火雖然讓你所向披靡，但夥伴的傷亡依舊讓你窩火。
text_customDesc_17	你需要的獲得新的巨龍技能，這樣才能使得你在戰鬥中會變得更加遊刃有餘。
text_customDesc_18	你需要歷經祖龍的考驗才能得到它的認可，畢竟獲取巨龍技能可並不容易。
text_customDesc_end	在這奇妙的世界中探險，你總需要把自己變的足夠強大，來面對眼前或以後的困難。
text_villageVictoryDesc1_1	你勝利的解救村莊
text_villageVictoryDesc1_2	村民們對於你的十分感激
text_villageVictoryDesc1_3	感激你擊退了侵害他們的惡魔
text_villageVictoryDesc1_4	感激你拯救他們與水火之中
text_villageVictoryDesc1_5	村民決定獻上他們的所有
text_customElementName_1	沉船
text_customElementName_2	冒險者城堡
text_customElementName_3	巨型章魚·愛爾蘭思
text_customElementName_4	貪婪洞窟
text_customElementName_5	被束縛的法老
text_customElementName_6	黃金鑰匙
text_customElementName_7	黃銅競技場
text_customElementName_8	白銀競技場
text_customElementName_9	黃金競技場
text_customElementName_10	紫金競技場
text_customElementName_11	鑽石競技場
text_customElementName_12	王者競技場
text_customElementDesc_2	冒險者的聚集地，在這裡可獲得充足的補給。
text_customElementDesc_4	神秘的寶藏山洞，其中隱藏著神秘寶藏等你發掘。
text_customElementDesc_7	黃銅競技場，玩家可開啟新的挑戰，與全服玩家一同暢快對戰。
text_customElementDesc_8	本服競技場，玩家可開啟新的挑戰，與全服玩家一同暢快對戰。
text_customElementDesc_9	黃金競技場，玩家可開啟新的挑戰，與全服玩家一同暢快對戰。
text_customElementDesc_10	跨服競技場，玩家可開啟新的挑戰，可與跨服玩家一同暢快對戰。
text_customElementDesc_11	鑽石競技場，玩家可開啟新的挑戰，可與跨服玩家一同暢快對戰。
text_customElementDesc_12	王者競技場，玩家可開啟新的挑戰，可與跨服玩家一同暢快對戰。
text_customVillageName_1	維古爾
text_customVillageBookName_1	活力之書
text_customVillageUnlockDesc_1	體力祭壇
text_customVillageName_2	比利昂
text_customVillageBookName_2	突破聖典
text_customVillageUnlockDesc_2	突破法陣
text_customVillageName_3	莫裡
text_customVillageBookName_3	財富之書
text_customVillageUnlockDesc_3	金幣祭壇
text_customVillageName_4	厄維肯
text_customVillageBookName_4	覺醒聖典
text_customVillageUnlockDesc_4	覺醒法陣
text_customVillageName_5	傑姆
text_customVillageBookName_5	貪婪之書
text_customVillageUnlockDesc_5	寶石祭壇
text_customVillageName_6	希爾
text_customVillageBookName_6	奧義聖典
text_customVillageUnlockDesc_6	天命法陣
text_customVillageName_7	馬吉克
text_customVillageBookName_7	法術之書
text_customVillageUnlockDesc_7	天命祭壇
text_customVillageName_8	厄沃倫斯
text_customVillageBookName_8	進階法典
text_customVillageUnlockDesc_8	神秘功能
text_customVillageName_9	斯崴特
text_customVillageBookName_9	顛覆法典
text_customVillageUnlockDesc_9	神秘功能
text_customVillageName_10	昂特曼
text_customVillageBookName_10	終極法典
text_customVillageUnlockDesc_10	神秘功能
text_godBookDesc1	每天祭祀可獲得大量體力
text_godBookDesc2	擊殺小怪獲取能量可通過魔法陣轉換為突破石
text_godBookDesc3	每天祭祀可獲得大量金幣
text_godBookDesc4	擊殺小怪獲取能量可通過魔法陣轉換為覺醒石
text_godBookDesc5	每天祭祀可獲得珍貴寶石袋
text_godBookDesc6	擊殺小怪獲取能量可通過魔法陣轉換為天命石
text_godBookDesc7	每天祭祀可獲得珍貴天命石
text_godBookDesc8	暫無
text_godBookDesc9	暫無
text_godBookDesc10	暫無
text_customTreasureName_1	死靈戰斧
text_customTreasureDesc_1	    散發著死亡氣息，傳聞此乃遠古亡靈之主的的武器，後因諸神黃昏之戰中戰敗，才使得其流落人世間。
text_customTreasureAttDesc_1	全體英雄生命
text_customTreasureShow_1	全體生命
text_customTreasureName_2	咒怨之力
text_customTreasureDesc_2	    寒霜巨人所擁有邪惡之力，其咒怨之力無可抵禦，所以也是諸神最為忌憚的邪惡力量之一，十分神秘與強大。
text_customTreasureAttDesc_2	全體英雄技防
text_customTreasureShow_2	全體技防
text_customTreasureName_3	噬魂魔戒
text_customTreasureDesc_3	    聽聞佩戴此戒者，皆可汲取自身周圍的魂魄之力，發動驚天動地的攻勢與魔法，是世間少有的強化攻擊之物體。
text_customTreasureAttDesc_3	全體英雄攻擊
text_customTreasureShow_3	全體攻擊
text_customTreasureName_4	亡魂聖典
text_customTreasureDesc_4	    死靈之地中誕生的遠古聖地，傳聞是遠古亡靈之祖畢生心血所著，乃亡靈一族的至寶之物，無能可褻瀆此典。
text_customTreasureAttDesc_4	全體英雄護甲
text_customTreasureShow_4	全體護甲
text_customTreasureName_5	勝利之劍
text_customTreasureDesc_5	    這件被埋藏在國王遺跡深處的寶劍，據說就是阿瑞俄斯所遺留下的，其上佈滿著的傷痕仿佛在簡述前任主人所經歷的無數場血戰。
text_customTreasureAttDesc_5	全體英雄暴擊提高
text_customTreasureShow_5	全體暴擊提高
text_customTreasureName_6	戰神戰甲
text_customTreasureDesc_6	    與勝利之劍一同發現的戰神戰甲，其形霸氣十足、堅韌流光。可抵禦一切物理傷害，千百年來經歷的無數場血戰無利器可留痕跡於其上。
text_customTreasureAttDesc_6	全體英雄傷害減免
text_customTreasureShow_6	全體傷害減免
text_customTreasureName_7	活力聖瓶
text_customTreasureDesc_7	    由創世之井中汲取的無上聖液，也是一起生命誕生的源頭，傳聞其一滴聖液即有起死回生之術，是世間眾人最為向往之物。
text_customTreasureAttDesc_7	全體英雄生命
text_customTreasureShow_7	全體生命
text_customTreasureName_8	神諭聖杯
text_customTreasureDesc_8	    天神之父所持有的聖杯，乃神界諸神都為之向往之物，此杯中可孕育世間萬物、喚出遠古神靈，是世間難得的無上神器。
text_customTreasureAttDesc_8	全體英雄閃避提高
text_customTreasureShow_8	全體閃避提高
text_customTreasureName_9	泰坦神格
text_customTreasureDesc_9	    泰坦一族飛升後留於世間的唯一證明，擁有泰坦神格者可獲得通天神智即可上知天界萬物，下曉冥界眾生。
text_customTreasureAttDesc_9	全體英雄暴擊傷害
text_customTreasureShow_9	全體暴擊傷害
text_customTreasureName_10	創世戰錘
text_customTreasureDesc_10	    傳聞天父為創造世界，於混沌之中運用混沌之力所創造的無上神器，用此方才震裂混沌，誕生現在眾生所處之地。
text_customTreasureAttDesc_10	全體英雄攻擊
text_customTreasureShow_10	全體攻擊
text_customTreasureName_11	世界之心
text_customTreasureDesc_11	    不斷散發著澎湃生命力的世界之心，為世間萬物提供著源源不斷的生命的魔法，乃世界穩定的根本元素。
text_customTreasureAttDesc_11	全體英雄抗暴提高
text_customTreasureShow_11	全體抗暴
text_customTreasureName_12	永恒項鏈
text_customTreasureDesc_12	    傳聞掌握著永恒項鏈的人將接受時間與命運之神的饋贈，擁有著超越時空的力量，成為超脫時間的存在。為世間君王最為渴求之物。
text_customTreasureAttDesc_12	全體英雄暴擊減傷
text_customTreasureShow_12	全體暴擊減傷
text_customTreasureName_13	深淵意志
text_customTreasureDesc_13	    在深淵之中誕生的強大神格意志，傳聞為遠古被神界所屠的萬千深淵魔物的魂魄集聚而成，是世間無上邪物。
text_customTreasureAttDesc_13	全體英雄技防
text_customTreasureShow_13	全體技防
text_customTreasureName_14	禁忌魔血
text_customTreasureDesc_14	    魔界之主為戰勝天父，吸收世間一些邪毒之液，融入自己的血液煉化而成的禁忌之毒液，也是世間最為致命的毒物。
