关键字	中文
LOGIN_DESC	正在登录游戏，请稍等...
FUNCTION_NOT_OPEN	该功能尚未开放
FUNCTION_OPEN_NEED	通关[%s.%s]开放
NOT_EQUIP_TX	暂未穿戴装备
STRENGTHEN_LV_TX	强化等级
REFINE_LV_TX	精炼等级
STRENGTHEN_BTN_TX	强 化
REFINE_BTN_TX	精 炼
EQUIP_TYPE_1	头盔
EQUIP_TYPE_2	武器
EQUIP_TYPE_3	护肩
EQUIP_TYPE_4	衣服
EQUIP_TYPE_5	斗篷
EQUIP_TYPE_6	首饰
STR_ATTR_DES_1	基础属性
AWAKE_NORMAL_NEXT_ATTR_LABEL	【觉醒%d星提升至+%d%%】
AWAKE_MAX_NEXT_ATTR_LABEL	部位觉醒后+%d
AWAKE_MASTER_TARGET_TEXT	%d个部位觉醒至%d星
AWAKE_TYPE_NORMAL	普通觉醒
AWAKE_TYPE_MAX	部位觉醒
AWAKE_TIPS_SUSS	觉醒成功
AWAKE_TIPS_MAX_SUSS	部位觉醒成功
EMBED_TIPS_SUSS	镶嵌成功
EMBED_TIPS_SUSS1	成功
EMBED_UPGRADE_GEM_SUSS	升级成功
STR_JIHUO	激活
STR_STAR	星
AWAKE_FAIL	觉醒失败
PART_SUIT_STR	套装
AWAKE_OPEN_CONDITION	3星解锁部位觉醒
AWAKE_NOT_OPEN_TIPS	觉醒%d星解锁
PART_AWAKE_TIPS_1	本次觉醒消耗
PART_AWAKE_TIPS_2	激活高级属性
PART_GEM_TOTAL_ATTR_LABEL	宝石总属性：
STR_EMBED_EQUIP_MAIN_ATTR_ADD	镶嵌%d颗%d级宝石
PART_EMBED_CONDITION_STR	（%d/%d）
PART_AWAKE_TITLE_POSTFIX	觉醒
PART_EMBED_TITLE_POSTFIX	镶嵌
PART_AWAKE_TIPS_MAX_AWAKE_LEVEL	已达到觉醒上限
PART_AWAKE_TIPS_MAX_AWAKE_OPEN	觉醒%d星开启部位觉醒
STR_ADD	增加
PEOPLE_KING_ENERGY	祝福值
PEOPLE_KING_DESC_1	当前已使用：
PEOPLE_KING_DESC_2	%s阶数越高，可使用次数越多
PEOPLE_KING_DESC_3	%s阶数越高，每个
PEOPLE_KING_DESC_4	加成百分比仅对圣武基础属性生效
PEOPLE_KING_DESC_6	精气石
PEOPLE_KING_DESC_7	精血石
PEOPLE_KING_DESC_8	%s+%d可使用
PEOPLE_KING_DESC_9	使用一个
PEOPLE_KING_DESC_10	使用已达上限，圣武进阶可提升上限
PEOPLE_KING_DESC_11	使用已达上限
PEOPLE_KING_DESC_12	祝福值清空
PEOPLE_KING_DESC_13	长按可连续使用
PEOPLE_KING_DESC_14	单次消耗%d个
PEOPLE_KING_DESC_15	加成越多
PEOPLE_KING_DESC_16	祝福值越高进阶成功几率越大
PEOPLE_KING_DESC_17	从本阶开始祝福值会在%d小时后清零
PEOPLE_KING_DESC_18	您的限时进阶道具充足，建议优先使用！
EQUIP	装 备
TOWER_FLOOR_HEAD	第%d层
TOWER_BTN_STR	成就
TOWER_BTN_STR1	排行
TOWER_BTN_STR2	符文
TOWER_BTN_STR3	规则
TOWER_BTN_STR4	商店
TOWER_INFO_STR1	今日可重置次数：
TOWER_INFO_STR2	重置次数不足
RECOMMEND_FIGHT_FORCE_LABEL	推荐战力：
NEED_PLAYER_LEVEL	需求等级：
STR_SWEEP	扫荡
STR_STOP	停止
STR_RESET	重置
STR_SWEEP_TIME	扫荡倒计时：
STR_CAN_SWEEP	可扫荡已通关层数
STR_CASH_NOT_ENOUGH	钻石不足
TOWER_SWEEP_SWARD_TITLE	扫荡奖励
TOWER_HISTORY_MAX_LABEL	历史最高：
TOWER_FLOOR_FORMAT	%d层
TOWER_ACHIEVEMENT_TARGET	勇者之塔挑战到%d层
TOWER_SWEEP_TIPS	可扫荡已通关层
TOWER_RESET_LABEL	重置消耗：
TOWER_SWEEP_FLOOR	本次成功扫荡%d~%d层
TOWER_FINISH_RIGHTNOW	VIP%d开启马上完成扫荡
TOWER_FIGHT_BTN_TX	挑战关卡
TOWER_RESET_DIALOG_TITLE	重置确认
TOWER_RESET_DIALOG_CONTENT	对当前层数进行重置
TOWER_RESET_DIALOG_CONTENT_FREE	是否对当前层数进行重置
TOWER_TIPS_1	未达到需求等级
TOWER_TIPS_2	本层已通关
TOWER_TIPS_3	本层奖励：
TOWER_TIPS_4	当前已扫荡%d层，是否终止当前扫荡？
TOWER_TIPS_5	停止扫荡
TOWER_TIPS_6	今日剩余重置次数%d/%d
TREASURE_DESC_1	属性提升：
TREASURE_DESC_2	未激活缘份：
TREASURE_DESC_3	激活缘份：
TREASURE_DESC_13	每位上阵英雄
TREASURE_DESC_14	总战斗力
GET_FOOD_1	%d:00到%d:00领取午餐
GET_FOOD_2	%d:00到%d:00领取晚餐
GET_FOOD_3	%d:00到%d:00领取夜宵
STR_FREE_RESET	本次免费
MAILBOX	邮 箱
NO_MAIL	暂时没有邮件
SEND_MAIL_PEOPLE	发件人：
ACTIVITY_GETBTN_TEXT	领 取
ONE_KEY_GETALL_TEXT	一键领取
MAIL_DESC_1	附件
MAIL_DESC_2	查看后即刻删除
DELETE_DAY	剩余%s天
DELETE_HOUR	剩余%s小时
DELETE_WARNING	即将到期!
BAG_REACHED_MAX_AND_FUSION	背包已达上限，熔炼可清空背包
FOOD_MAX	体力已达上限
DROP_TO_USE_TEXT	拖动使用
DIGMINE_CUR_RES_TEXT	当前矿区：
TIMES_FULL_NO_NEED_BUY	次数已满，无需购买
MINE_BUY_TOOL_1	是否消耗 
MINE_BUY_TOOL_2	购买%d点挖矿体力?
SUCCESS_BUY	购买成功
DIG_MINE_BOMB_TIPS_1	炸弹只能放置于空地之上
CAN_NOT_DIG_ADAMAS	金刚石无法被挖掘！
SAVE_MR_DRAGON	拯救龙先生？
SAVE_SET_INFO_SUCESS	保存设置成功
NO_APPLY_STR	暂无任何申请
EAT_DIG_DRAGON	吃  掉
RELEASE_DIG_DRAGON	释  放
NOT_ENOUGH_GOTO_BUY	钻石不足，是否前往购买？
MESSAGE_GO_CASH	前往充值
MESSAGE_NO	再想想
MINE_NO_DIG	没有相邻的土壤，无法挖掘
POSITION_CHANGE	你挑战的此玩家职位发生变动，请刷新
NON_NORMAL_END	你自己非正常结束
CHALLENGING_PLAYER	有人正在挑战此玩家，去找其他玩家吧
CASH_NOT_ENOUGH_GOTO_RECHARGE	需要%d钻石，您的钻石不足，是否前往充值？
STR_VITALITY	体力
TIME_FINISH	已结束
GETWAY_DES6	打开后必定获得下列道具
GETWAY_DES7	可能获得下列道具
GETWAY_DES8	必定获得下列道具
GETWAY_GEM_DES1	镶嵌后可提升
GETWAY_GEM_DES2	适用部位：
DIGMINE_EVENT_NAME_1	矿区BOSS
DIGMINE_EVENT_NAME_2	挖矿宝箱
LATER_ON	稍后再说
DIGMINE_EVENT_DESC_1	这个%s藏了不少好东西，他是邪恶的，让我们干掉他吧。
DIGMINE_EVENT_DESC_2	BOSS
DIGMINE_EVENT_DESC_3	这个%s看起来闪闪发亮，里面一定有不少好东西！
DIGMINE_EVENT_DESC_4	宝箱
DIGMINE_EVENT_DESC_5	挖光所有秘宝，获得终极宝箱。
BEGIN_FIGHTING	开始战斗
NO_AWARDS	恭喜获得胜利
STR_OPEN	打  开
OPEN_AND_SEE	打开看看
LEGION_LEVELS_DESC8	通关宝藏
DIGMINE_EVENT_DESC_6	吃掉它！回复%s个矿锄
DIGMINE_EVENT_DESC_7	放走它！随机踏平%s或%s
DIGMINE_EVENT_DESC_8	1排
DIGMINE_EVENT_DESC_9	1列
ATLAR_DESC1	次数：
ATLAR_DESC2	花费：
ATLAR_DESC3	每次可得
ATLAR_DESC4	是否花费%d钻石祭祀？
ATLAR_DESC5	祭祀次数不足
ATLAR_BTNTX1	求金币
ATLAR_BTNTX2	求体力
ATLAR_BTNTX4	求天命石
ATLAR_BTNTX3	求宝石
ATLAR_TITLE1	金币祭祀
ATLAR_TITLE2	体力祭祀
ATLAR_TITLE4	天命石祭祀
ATLAR_TITLE3	暂未开放
AUTO_ALTAR	一键祭祀
LV_NOT_ENOUCH	等级不足
FIGHTFORCE_NOT_ENOUCH	等级不足
EQUIP_NOT_ENOUCH	装备不符合条件
USER_LEVEL_REACH	角色等级达到%d级
AUTO_ALTAR_COST	是否花费%d钻石祭祀%d次，可达到一次暴击，获得%d%s。
STR_FREE	免费
COLLECTED_TXT	已收集：
STR_RANK	排名
STR_PLAYER_INFO	玩家信息
TYPE_PLAYER	玩家
STR_ARENA	竞技场
STR_DUAN_WEI	段位
STR_THOUSAND_TOWER	千层塔
STR_FLOOR	层数
STR_FLOOR_1	层
STR_LEVEL	等级
STR_NOT_ON_THE_LIST	未上榜
STR_NOT_JOIN_LEGION	未加入任何军团
STR_LEGION	军团：
STR_TRAIL_DESC_1	尚有%s次奇遇探索
STR_TODAY_SCORE	今日积分
STR_TRAIL_DESC_2	硬币重置
STR_TRAIL_DESC_3	消耗：
STR_TRAIL_DESC_4	重置为随机硬币
STR_DAILY_BOX	每日宝箱
STR_TRAIL_DESC_5	每周成就奖励
STR_TRAIL_DESC_6	每周一5:00重置
STR_TRAIL_DESC_7	本周奇遇积分：
STR_TRAIL_DESC_8	本周奇遇积分%s以上
STR_TRAIL_DESC_9	这全是好东西，
STR_TRAIL_DESC_10	买到就是
STR_TRAIL_DESC_11	赚！
STR_TRAIL_DESC_12	陪我玩玩，根据表现
STR_TRAIL_DESC_13	给你
STR_TRAIL_DESC_14	额外奖励！
STR_TRAIL_DESC_15	挑战奇遇
STR_TRAIL_DESC_16	奇遇品质能翻倍提升奇遇积分奖励
STR_TRAIL_DESC_17	重置消耗钻石：
STR_TRAIL_DESC_18	奇遇星级:
STR_TRAIL_DESC_19	奇遇奖励:
STR_TRAIL_DESC_20	奇遇积分:
STR_TRAIL_DESC_21	重置
STR_TRAIL_DESC_22	一键挑战
STR_TRAIL_DESC_23	挑战
STR_TRAIL_DESC_24	本次重置消耗免费
STR_TRAIL_DESC_25	积分
STR_CAVE_ADVENTURE_DESC_1	请长按骰子进行投掷！
STR_CAVE_ADVENTURE_DESC_2	下次回复：
STR_CAVE_ADVENTURE_DESC_3	开启神秘宝箱
STR_CAVE_ADVENTURE_DESC_4	开启宝箱将随机获得下列道具中的一件
STR_CAVE_ADVENTURE_DESC_5	开启消耗:
STR_CAVE_ADVENTURE_DESC_6	骰子数量不足！
STR_CAVE_ADVENTURE_DESC_7	集齐宝箱碎片获得极品宝箱
STR_CAVE_ADVENTURE_DESC_8	后宝箱消失
STR_CAVE_ADVENTURE_DESC_9	开启
STR_CAVE_ADVENTURE_DESC_10	取消
STR_CAVE_ADVENTURE_DESC_11	开启不慎，宝箱损坏了！
STR_CAVE_ADVENTURE_DESC_12	终点
STR_CAVE_ADVENTURE_DESC_13	极品
STR_CAVE_ADVENTURE_DESC_14	宝箱已损坏
STR_CAVE_ADVENTURE_DESC_15	骰子点数：%s点
STR_GETWAY2	拥有
STR_ZHANG	张
STR_MERGE_DES2	碎片数量
STR_PEOPLEKING_DESC_1	圣武
STR_PEOPLEKING_DESC_2	圣翼
STR_PEOPLEKING_DESC_3	幻化
STR_PEOPLEKING_DESC_4	觉醒
STR_PEOPLEKING_DESC_5	注：每个英雄都将受到属性提升
STR_PEOPLEKING_DESC_6	圣武值越高强化概率越大
STR_PEOPLEKING_DESC_7	圣武属性
STR_PEOPLEKING_DESC_8	圣翼属性
STR_PEOPLEKING_DESC_9	圣物幻化
STR_PEOPLEKING_DESC_10	圣武
STR_PEOPLEKING_DESC_11	圣翼
STR_PEOPLEKING_DESC_12	拥有%s件圣武
STR_PEOPLEKING_DESC_13	拥有%s件圣翼
STR_PEOPLEKING_DESC_14	当前已使用：
STR_PEOPLEKING_DESC_15	拥有：
STR_PEOPLEKING_DESC_16	总属性加成：
STR_PEOPLEKING_DESC_17	本阶每个%s加成：
STR_PEOPLEKING_DESC_18	固定属性提升
STR_PEOPLEKING_DESC_19	基础属性百分比提升
STR_PEOPLEKING_DESC_20	长按使用，单次消耗
STR_PEOPLEKING_DESC_21	圣骑
STR_PEOPLEKING_DESC_22	个
STR_PEOPLEKING_DESC_23	祝福值越高进阶成功几率越大
STR_PEOPLEKING_DESC_24	祝福值清零倒计时：
STR_PEOPLEKING_DESC_25	圣武进阶
STR_PEOPLEKING_DESC_26	圣翼进阶
STR_PEOPLEKING_DESC_27	圣骑进阶
STR_PEOPLEKING_DESC_28	从本阶开始祝福值会在24小时清空
STR_PEOPLEKING_DESC_29	圣物技能
STR_PEOPLEKING_DESC_30	技能属性对全体英雄有效
STR_PEOPLEKING_DESC_31	需要圣武+
STR_PEOPLEKING_DESC_32	需要圣翼+
STR_PEOPLEKING_DESC_33	需要圣骑+
STR_PEOPLEKING_DESC_34	MAX
STR_PEOPLEKING_DESC_35	拥有%s件圣骑
STR_PEOPLEKING_DESC_36	本阶祝福值24小时内将会清零空
STR_PEOPLEKING_DESC_37	祝福值清空
STR_PEOPLEKING_DESC_38	单次消耗%d个
STR_PEOPLEKING_DESC_39	圣武技能
STR_PEOPLEKING_DESC_40	圣翼技能
STR_PEOPLEKING_DESC_41	圣骑技能
STR_PEOPLEKING_DESC_42	已提升至最顶级
STR_PEOPLEKING_DESC_43	圣骑
TRARIN_DRAGON_GET_ATTR	+%s%% 巨龙属性
TRARIN_DRAGON_GET_ATTR2	+%s%%~%s%% 巨龙属性
TRARIN_DRAGON_GET_ATTR3	为全队增加
PEOPLE_KING_ADVANCE_WEAPON	圣武进阶
PEOPLE_KING_ADVANCE_WING	圣翼进阶
PEOPLE_KING_ADVANCE_MOUNT	圣骑进阶
PEOPLE_KING_ACTIVATE_WEAPON	圣武激活
PEOPLE_KING_ACTIVATE_WING	圣翼激活
PEOPLE_KING_ACTIVATE_MOUNT	圣骑激活
STR_POSCANTOPEN	%d级开放
PEOPLE_KING_SKILL_DESC_6	技能等级已达上限，圣武进阶可提升上限
PEOPLE_KING_SKILL_DESC_7	技能等级已达上限，圣翼进阶可提升上限
PEOPLE_KING_SKILL_DESC_8	技能等级已达上限，圣骑进阶可提升上限
PEOPLE_KING_SKILL_DESC_9	星纹卷轴不足
PEOPLE_KING_TITLE_AWAKE_1	圣 武 觉 醒
PEOPLE_KING_TITLE_AWAKE_2	圣 翼 觉 醒
PEOPLE_KING_CHANGELOOK_TITLE	幻  形
PEOPLE_KING_CHANGELOOK_TITLE1	圣武
PEOPLE_KING_CHANGELOOK_TITLE2	圣翼
PEOPLE_KING_CHANGELOOK_TITLE3	圣骑
PEOPLE_KING_CHANGELOOK_DESC_4	圣骑大师
PEOPLE_KING_CHANGELOOK_DESC_5	圣武大师
PEOPLE_KING_CHANGELOOK_DESC_6	圣翼大师
PEOPLE_KING_CHANGELOOK_DESC_7	永久性%s
PEOPLE_KING_CHANGELOOK_DESC_8	时效性%s
PEOPLE_KING_CHANGELOOK_DESC_9	永久拥有
PEOPLE_KING_CHANGELOOK_DESC_10	%s基础属性+%s
PEOPLE_KING_CHANGELOOK_DESC_11	限时：%d天
PEOPLE_KING_CHANGELOOK_DESC_12	幻形中
PEOPLE_KING_CHANGELOOK_DESC_13	是否花费%d钻石购买%s永久使用权
PEOPLE_KING_CHANGELOOK_DESC_14	是否花费%d钻石购买%s%d天使用权
PEOPLE_KING_CHANGELOOK_DESC_15	解锁新的%s幻化
PEOPLE_KING_CHANGELOOK_DESC_16	%sPVP伤害减免
PEOPLE_KING_CHANGELOOK_DESC_17	新增幻化外形
PEOPLE_KING_CHANGELOOK_DESC_18	可使用数量
PEOPLE_KING_CHANGELOOK_DESC_19	单个加成
PEOPLE_KING_CHANGELOOK_DESC_20	可使用
PEOPLE_KING_CHANGELOOK_DESC_21	成功幻化为：
PEOPLE_KING_CHANGELOOK_DESC_22	您取消了%s幻化
PEOPLE_KING_CHANGELOOK_DESC_23	可激活
PEOPLE_KING_CHANGELOOK_DESC_24	拥有圣翼
PEOPLE_KING_CHANGELOOK_DESC_25	%d天
PEOPLE_KING_CHANGELOOK_DESC_26	永久
FATE_SPECIAL_DES5	激活
PEOPLE_KING_SUIT_DESC_3	人皇圣武
PEOPLE_KING_SUIT_DESC_4	人皇圣翼
PEOPLE_KING_SUIT_DESC_5	人皇套装
FRIENDS_TITLE_1	申请列表
FRIENDS_DESC_1	暂时没有好友!
FRIENDS_DESC_2	一键申请
FRIENDS_DESC_3	一键收发
FRIENDS_DESC_4	换一批
FRIENDS_DESC_5	一键删除
FRIENDS_DESC_6	一键同意
FRIENDS_DESC_7	好友
FRIENDS_DESC_8	好友人数:
FRIENDS_DESC_9	在 线
FRIENDS_DESC_10	搜 索
FRIENDS_DESC_11	删除选中好友
FRIENDS_DESC_12	暂无好友
FRIENDS_DESC_13	删除勾选好友
FRIENDS_DESC_14	玩家详情
FRIENDS_DESC_15	操作
FRIENDS_DESC_16	输入玩家ID
FRIENDS_DESC_17	暂无军团
FRIENDS_DESC_18	是否删除当前好友
FRIENDS_DESC_19	你已拒绝了对方的好友申请
FRIENDS_DESC_20	你已通过了对方的好友申请
FRIENDS_DESC_21	暂无申请
FRIENDS_BTN_1	好友
FRIENDS_BTN_2	添加
FRIENDS_BTN_3	申请
FRIENDS_BTN_4	全部同意
FRIENDS_MSG_DESC_1	删除好友成功
FRIENDS_MSG_DESC_2	对方不是你的好友，无法挑战
FRIENDS_MSG_DESC_3	暂时没有好友
FRIENDS_MSG_DESC_4	成功收发礼物
FRIENDS_MSG_DESC_5	没有礼物可收取
FRIENDS_MSG_DESC_6	成功赠送%s一份精美礼品
FRIENDS_MSG_DESC_7	未选择好友
FRIENDS_MSG_DESC_8	boss已被击杀
FRIENDS_MSG_DESC_9	好友邀请发送成功，等待对方通过申请
FRIENDS_MSG_DESC_10	你们已经是好友了
FRIENDS_MSG_DESC_11	你已经发送过好友申请
FRIENDS_MSG_DESC_12	对方好友数量已满，不能添加更多的好友
FRIENDS_MSG_DESC_13	您的好友数量已满，不能添加更多的好友
FRIENDS_MSG_DESC_14	本服务器没有该玩家
FRIENDS_MSG_DESC_15	对方申请列表已满，好友申请发送失败
FRIENDS_MSG_DESC_16	添加好友成功
FRIENDS_MSG_DESC_17	该玩家等级不足，晚点再试
FRIENDS_MSG_DESC_18	该玩家已经不是你的好友
FRIENDS_MSG_DESC_19	删除好友成功
FRIENDS_MSG_DESC_20	不能添加自己为好友
FRIENDS_MSG_DESC_21	你与%s成为好友
FRIENDS_MSG_DESC_22	勾选玩家数量：%d
FRIENDS_MSG_DESC_23	输入文字内容
FRIENDS_MSG_DESC_24	今日可领取的礼物已达上限
FRIENDS_MSG_DESC_25	申请列表没有申请可删除
FRIENDS_MSG_DESC_26	你已拒绝了所有好友申请
FRIENDS_MSG_DESC_27	申请列表没有申请可同意
FRIENDS_MSG_DESC_28	你已通过了所有好友申请
FRIENDS_MSG_DESC_29	请勾选好友
FRIENDS_MSG_DESC_30	boss已被击杀
FRIENDS_MSG_DESC_31	好友申请
SETTING_SYSTEM_TITLE	系统设置
SETTING_SYSTEM_MUSIC	音乐
SETTING_SYSTEM_SOUND	音效
SETTING_SYSTEM_LANGUAGE	语言
SETTING_SYSTEM_MESSAGE	客服
SETTING_EXCHANGE_TITLE	请输入兑换号码：
SETTING_EXCHANGE_VALID_2	兑换码不能为空
SETTING_EXCHANGE_VALID	兑换码已失效
SETTING_EXCHANGE_VALID_1	无效的兑换码
SETTING_EXCHANGE_ALREADY_USE	已使用同类型兑换码
SETTING_EXCHANGE_ALREADY_USE2	同一批次激活码只能使用一个
SETTING_TITLE_1	玩家设置
SETTING_TITLE_2	兑换码
SETTING_TITLE_3	语言设置
SETTING_TITLE_4	修改昵称
SETTING_TITLE_5	推送设置
SETTING_BTN_STR_1	更改昵称
SETTING_BTN_STR_2	兑换码
SETTING_HELP_TAB_STR_1	帮助
SETTING_HELP_TAB_STR_2	问题
SETTING_HELP_TAB_STR_3	公告
GROWPATH_TITLE_1	巨龙篇
GROWPATH_TITLE_2	神书篇
GROWPATH_TITLE_3	宝物篇
GROWPATH_TITLE_4	竞技篇
GROWPATH_TITLE_5	帝王篇
GROWPATH_CHAPTER_1	第一章
GROWPATH_CHAPTER_2	第二章
GROWPATH_CHAPTER_3	第三章
GROWPATH_CHAPTER_4	第四章
GROWPATH_CHAPTER_5	第五章
GROWPATH_CHAPTER_6	第六章
GROWPATH_CHAPTER_7	第七章
GROWPATH_CHAPTER_8	第八章
GROWPATH_CHAPTER_9	第九章
GROWPATH_CHAPTER_10	第十章
GROWPATH_CHAPTER_11	第十一章
GROWPATH_CHAPTER_12	第十二章
GROWPATH_CHAPTER_13	第十三章
GROWPATH_CHAPTER_14	第十四章
GROWPATH_CHAPTER_15	第十五章
GROWPATH_CHAPTER_16	第十六章
GROWPATH_TIPS_1	镶嵌龙晶提升巨龙等级
GROWPATH_TIPS_2	通关[%s.%s]后可获得
GROWPATH_TIPS_3	下一级效果
GROWPATH_TIPS_4	冒险可收集点亮神物所需材料
GROWPATH_TIPS_5	集齐上方神物可提升领主品阶
GROWPATH_TIPS_6	集齐以下宝物激活领主缘分：
GROWPATH_TIPS_7	【获得宝物激活】
GROWPATH_TIPS_8	【解救村庄激活】
GROWPATH_TIPS_9	可获村民赠送物品
GROWPATH_TIPS_10	城池外观--%s城堡
GROWPATH_TIPS_11	%s以上竞技场历史前%d名激活
GROWPATH_TIPS_12	评级
GROWPATH_TIPS_13	上章达成解锁
GROWPATH_TIPS_14	通关[%s.%s]可获得
GROWPATH_TIPS_15	通关[%s.%s]可解救
GROWPATH_TIPS_16	通关[%s.%s]激活
GROWPATH_TIPS_17	挑战成功即可获得：
GROWPATH_TIPS_18	挑战需求英雄穿戴%s色及以上品质装备
GROWPATH_TIPS_19	关卡进度不满足
GROWPATH_TIPS_20	上章达成解锁
GROWPATH_TIPS_21	龙晶背包
GROWPATH_TIPS_22	宝物详情
GROWPATH_TIPS_23	神书详情
GROWPATH_TIPS_24	获得宝物%s
GROWPATH_BTN_UPGRADE	品质提升
STR_AUTO_TUPO_DESC	突破到+%s的所有天赋
TASK_TIPS_1	恭喜玩家达成全部成就
TASK_TIPS_2	加成属性对全体英雄有效
TASK_DESC_4	总属性加成
TASK_DESC_5	恭喜获得
TASK_DESC_6	全体英雄属性加成
TASK_DESC_7	加入战队
TASK_PRIVILEGE_1	一星特权：
TASK_PRIVILEGE_2	二星特权：
TASK_PRIVILEGE_3	三星特权：
TASK_PRIVILEGE_4	每日任务
TASK_PRIVILEGE_5	晋级
TASK_PRIVILEGE_6	满级
STR_POSCANTOPEN_1	级开放
FUNCTION_DESC_1	通关
FUNCTION_DESC_2	开放
FUNCTION_DESC_3	附近的村庄
VIP_SCENE_TEXT_1	再充值
VIP_SCENE_TEXT_2	成为
VIP_TEXT_ZS_1	额外赠送
VIP_TEXT_ZS_2	每日赠送
VIP_TEST_EXTRA_AWARD	VIP%d每日额外奖励
VIP_TEST_EXTRA_AWARD_TIP	玩家达到特定的VIP等级后，每日任务中可领取额外奖励
STR_PRIVILEGE_1	特权
STR_GIFTS	VIP%d专属礼包
HAD_BOUGHT	已购买
VIP_PRIVILEGE	VIP特权
PAY_1	充  值
RECHARGE_DESC_1	送
RECHARGE_DESC_3	(永久)
FWACT_ORIPRICE	原价：
DISCOUNT_PRICE	折扣价：
SIGN_OF_MONEY	￥
ACTIVITY_MOONCARD_BUYBTN1	购 买
STR_NEED_VIP_1	vip等级不足！
TROOP_TEXT_MSG	暂未设置公告
TROOP_INPUT_TIP	输入战队ID
TROOP_HALL_TEXT0	当前属性效应
TROOP_HALL_TEXT1	每日礼包
TROOP_SET_TEXT1	最多输入12个字符
TROOP_SET_TEXT2	最多输入48个字符
TROOP_DISMISSTEAM_TEXT0	离开战队
TROOP_DISMISSTEAM_TEXT1	该操作不可恢复，您将遇到以下烦恼
TROOP_DISMISSTEAM_TEXT2	取 消
TROOP_DISMISSTEAM_TEXT3	确 认
TROOP_JOINAPPLY_TEXT0	加入申请
TROOP_APPLY_TEXT	申请人数：%d
TROOP_APPLY_TEXT1	清空申请
TROOP_ACTIONS_TEXT0	战队成员
TROOP_SETMSG_TEXT	还可以输入%s个字符
TROOP_AWRAD_TEXT	战队Lv.%s奖励
TROOP_APPLY_TEXT2	申请需求领主等级
TROOP_APPLY_WAY1	不可加入
TROOP_APPLY_WAY2	直接加入
TROOP_APPLY_WAY3	申请加入
TROOP_APPLYLIST_TEXT	(需领主%d级)
TROOP_CREATE_TIP101	战队名不存在
TROOP_CREATE_TIP102	战队名已存在
TROOP_CREATE_TIP103	不是队长，权限不够
TROOP_CREATE_TIP104	消费余额不足
TROOP_CREATE_TIP105	您的昵称为空，不可创建
TROOP_CREATE_TIP106	请求出现错误
TROOP_CREATE_TIP107	已经有战队
TROOP_CREATE_TIP108	主公等级不够
TROOP_CREATE_TIP109	人数达到上限
TROOP_CREATE_TIP110	已经申请
TROOP_CREATE_TIP111	已经领取奖励
TROOP_CREATE_TIP112	没有发起弹劾
TROOP_MISSION_TEXT2	激活%s号水晶球
TROOP_MISSION_TEXT5	激活
TROOP_MISSION_TEXT6	即将刷新
TROOP_MISSION_TEXT7	倒计时：%s
TROOP_MISSION_TEXT8	每日激活任务(%s/%s)
TROOP_MISSION_TEXT9	刷新确认
TROOP_MISSION_TEXT10	立即刷新已激活的任务
TROOP_MISSION_TEXT11	重置确认
TROOP_MISSION_TEXT12	重置全部未激活的任务
TROOP_MISSION_TEXT13	战队宝箱
TROOP_CHATBOX_TEXT0	队长
TROOP_CHATBOX_TEXT1	成员
TROOP_CHATBOX_TEXT2	加入了战队
TROOP_CHATBOX_TEXT3	离开了战队
TROOP_CHATBOX_TEXT4	创建了战队
TROOP_CHATBOX_TEXT5	暂无信息记录
TROOP_CHATBOX_TEXT6	按住说话
TROOP_CHATBOX_TEXT7	松开结束
TROOP_CHATBOX_TEXT8	任意滑动，取消发送
TROOP_CHATBOX_TEXT9	松开手指，取消发送
TROOP_CHATBOX_TEXT10	战队加成：
TROOP_CHATBOX_TEXT11	大 厅
TROOP_CHATBOX_TEXT12	每天限领一次
TEAM_INFO_SEND_APPLY_SUSS	申请已发出
TEAM_WINDOW_TITLE_1	创建战队
TEAM_WINDOW_TITLE_2	加入战队
TEAM_WINDOW_TITLE_3	徽章更换
TEAM_WINDOW_TITLE_4	修改名称
TEAM_WINDOW_TITLE_5	战队设置
TEAM_WINDOW_TITLE_6	成员操作
TEAM_WINDOW_TITLE_7	队长任命
TEAM_WINDOW_TITLE_8	踢出成员
TEAM_WINDOW_TITLE_9	战队任务
TEAM_TIPS_1	满足条件即可激活徽章，无需佩戴即可获得全队属性加成
TEAM_BTN_TEXT_1	佩戴
TEAM_BTN_TEXT_2	解散战队
TEAM_BTN_TEXT_3	确定任命
TEAM_BTN_TEXT_4	确定踢出
TEAM_BTN_TEXT_5	任命队长
TEAM_BTN_TEXT_6	踢出战队
TEAM_INFO_TEXT_1	佩戴中
TEAM_INFO_TEXT_2	5位成员VIP%d
TEAM_INFO_TEXT_3	成员
TEAM_INFO_NAME_LABEL	战队名称：
TEAM_INFO_CREATE_SUSS	战队创建成功
TEAM_INFO_NO_TEAM	暂无任何战队
TEAM_INFO_CHANGE_NAME_COST	更名消耗
TEAM_INFO_CHANGE_NAME_SUSS	修改成功
TEAM_INFO_IMPEACH_SUSS	弹劾成功
TEAM_INFO_APPOINT_TIPS1	确定任命该成员为队长？
TEAM_INFO_APPOINT_TIPS2	您将变成普通成员
TEAM_INFO_KICK_TIPS1	确定将该成员踢出？
TEAM_INFO_KICK_TIPS2	战队等级：
TEAM_INFO_KICK_TIPS3	Lv.%d=>Lv.%d
TEAM_INFO_KICK_SUSS	踢出成功
TEAM_INFO_EQUIP_BADGE_SUSS	佩戴成功
